query_id,query_text,doc_id,doc_text,pred_score,rank_hint,rel,notes
204,Write a function to find the surface area of a cube of a given size.,277,Write a function to find the size in bytes of the given tuple.,0.8550254702568054,14,,
204,Write a function to find the surface area of a cube of a given size.,330,Create a function that computes the volume of a sphere given its radius.,0.8521121740341187,15,,
204,Write a function to find the surface area of a cube of a given size.,514,Create a function that calculates the area of a rectangle given its length and breadth.,0.8501807451248169,16,,
204,Write a function to find the surface area of a cube of a given size.,97,Write a function to calculate the area of a regular polygon given the length and number of its sides.,0.8476468920707703,17,,
204,Write a function to find the surface area of a cube of a given size.,556,Create a function that calculates the surface area of a square pyramid given the length of a base edge and the pyramid's height.,0.8441848158836365,18,,
204,Write a function to find the surface area of a cube of a given size.,305,Create a function to compute the perimeter of a square from its side length.,0.8404271602630615,19,,
204,Write a function to find the surface area of a cube of a given size.,504,Create a function that computes the cube of each element in a list.,0.839653730392456,20,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,168,Write a function to perform index wise addition of tuple elements in the given two nested tuples.,0.9511750936508179,1,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,502,Create a function that multiplies elements of two tuples at the same index together.,0.935710608959198,2,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,192,Write a function to extract the elementwise and tuples from the given two tuples.,0.9068800806999207,3,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,122,Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.,0.9044786691665649,4,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,260,Write a function to find the dissimilar elements in the given two tuples.,0.9013243317604065,5,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,462,Create a function that adds together elements of two nested tuples at the same index.,0.8950100541114807,6,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,486,Create a function that retrieves the element-wise AND results of two tuples.,0.8943700790405273,7,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,245,Write a function to find the union of the elements of two given tuples and output them in sorted order.,0.8922544717788696,8,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,523,Create a function that computes the pairwise sum of adjacent elements in a tuple.,0.8886877298355103,9,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,229,Write a function to find the pairwise addition of the neighboring elements of the given tuple.,0.8858985900878906,10,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,416,Create a function that subtracts corresponding elements of two tuples and returns the result as a tuple.,0.8854089975357056,11,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,22,Write a function to sort a list of tuples using the second value of each tuple.,0.8817777037620544,12,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,125,Write a function to find the number of elements that occurs before the tuple element in the given tuple.,0.8802895545959473,13,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,539,Create a function that determines the union of two tuples' elements and returns them in sorted order.,0.8789217472076416,14,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,406,Create a function that splits a list into two at a given index L and returns both parts as a tuple.,0.8728960156440735,15,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,316,Implement a function to sort tuples in a list based on their second element.,0.8718898296356201,16,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,232,Write a function to find the tuple intersection of elements in the given tuple list irrespective of their order.,0.8713210225105286,17,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,460,Create a function that executes the bitwise XOR operation on the elements of two tuples.,0.870205819606781,18,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,75,Write a function to multiply two integers.,0.868026077747345,19,,
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,419,Create a function that counts how many elements appear before the first tuple element in the given tuple.,0.8659827709197998,20,,
213,Write a function to remove all whitespaces from the given string.,507,Create a function that eliminates all whitespace characters from a string.,0.9604262113571167,1,,
213,Write a function to remove all whitespaces from the given string.,221,Write a function to remove uppercase substrings from a given string.,0.8935501575469971,2,,
213,Write a function to remove all whitespaces from the given string.,200,Write a function to remove odd characters in a string.,0.8816227912902832,3,,
213,Write a function to remove all whitespaces from the given string.,12,Write a function to remove characters from the first string which are present in the second string.,0.8751430511474609,4,,
213,Write a function to remove all whitespaces from the given string.,237,Write a python function to remove lowercase substrings from a given string.,0.8701098561286926,5,,
213,Write a function to remove all whitespaces from the given string.,284,Write a function to reverse words seperated by spaces in a given string.,0.8695385456085205,6,,
213,Write a function to remove all whitespaces from the given string.,405,Develop a function that replaces every space in a string with a specified character.,0.8660092353820801,7,,
213,Write a function to remove all whitespaces from the given string.,494,Create a function that eliminates characters at odd positions in a string.,0.8655291795730591,8,,
213,Write a function to remove all whitespaces from the given string.,298,Write a function that extracts all words with a minimum length of four characters from a string.,0.8644002676010132,9,,
213,Write a function to remove all whitespaces from the given string.,402,Create a Python function that removes all characters at odd indices from a string.,0.8592612147331238,10,,
213,Write a function to remove all whitespaces from the given string.,531,Create a function that eliminates lowercase letter sequences from a string.,0.8584518432617188,11,,
213,Write a function to remove all whitespaces from the given string.,515,Create a function that eliminates uppercase letter sequences from a string.,0.8567951917648315,12,,
213,Write a function to remove all whitespaces from the given string.,306,Develop a function that deletes all characters from the first string that also appear in the second string.,0.8521106243133545,13,,
213,Write a function to remove all whitespaces from the given string.,95,Write a function to remove all elements from a given list present in another list.,0.8494229316711426,14,,
213,Write a function to remove all whitespaces from the given string.,68,Write a function to convert a string to a list of strings split on the space character.,0.8453612923622131,15,,
213,Write a function to remove all whitespaces from the given string.,111,"Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.",0.8442031741142273,16,,
213,Write a function to remove all whitespaces from the given string.,530,Create a function that changes all characters in a string to lowercase.,0.8440451622009277,17,,
213,Write a function to remove all whitespaces from the given string.,108,Write a python function to remove the characters which have odd index values of a given string.,0.8408056497573853,18,,
213,Write a function to remove all whitespaces from the given string.,7,Write a python function to remove first and last occurrence of a given character from the string.,0.840086042881012,19,,
213,Write a function to remove all whitespaces from the given string.,233,Write a function to replace characters in a string.,0.8391276597976685,20,,
215,Write a python function to find the sum of even factors of a number.,119,Write a python function to find the sum of even numbers at even positions of a list.,0.9367496967315674,1,,
215,Write a python function to find the sum of even factors of a number.,509,Create a function that computes the sum of all even factors of a given number.,0.9298540949821472,2,,
215,Write a python function to find the sum of even factors of a number.,89,Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.,0.9037124514579773,3,,
215,Write a python function to find the sum of even factors of a number.,281,Write a python function to check whether the given number is even or not.,0.8992311358451843,4,,
215,Write a python function to find the sum of even factors of a number.,184,Write a python function to find the cube sum of first n even natural numbers.,0.8983712792396545,5,,
215,Write a python function to find the sum of even factors of a number.,74,Write a python function to find the sum of common divisors of two given numbers.,0.8926756978034973,6,,
215,Write a python function to find the sum of even factors of a number.,383,Create a Python function to compute the sum of binomial coefficients at even indices for a given positive integer n.,0.8926620483398438,7,,
215,Write a python function to find the sum of even factors of a number.,413,Develop a Python function that adds up all even numbers found at even indices in a list.,0.8889383673667908,8,,
215,Write a python function to find the sum of even factors of a number.,134,Write a python function takes in an integer n and returns the sum of squares of first n even natural numbers.,0.8880014419555664,9,,
215,Write a python function to find the sum of even factors of a number.,243,Write a python function to find the sum of the per-digit difference between two integers.,0.8860321640968323,10,,
215,Write a python function to find the sum of even factors of a number.,50,Write a python function to find the number of divisors of a given integer.,0.883763313293457,11,,
215,Write a python function to find the sum of even factors of a number.,171,Write a python function to find whether the parity of a given number is odd.,0.8835369348526001,12,,
215,Write a python function to find the sum of even factors of a number.,273,Write a python function to find the sum of the product of consecutive binomial co-efficients.,0.8825563192367554,13,,
215,Write a python function to find the sum of even factors of a number.,368,Create a Python function that returns the sum of all common divisors of two numbers.,0.8796267509460449,14,,
215,Write a python function to find the sum of even factors of a number.,414,Create a Python function that calculates the sum of the fifth powers of the first n even natural numbers.,0.8784899711608887,15,,
215,Write a python function to find the sum of even factors of a number.,258,Write a python function to find the last digit in factorial of a given number.,0.8779602646827698,16,,
215,Write a python function to find the sum of even factors of a number.,120,Write a python function that takes in an integer n and finds the sum of the first n even natural numbers that are raised to the fifth power.,0.8749234676361084,17,,
215,Write a python function to find the sum of even factors of a number.,410,Create a Python function that sums the squares of the first n odd numbers.,0.8745982646942139,18,,
215,Write a python function to find the sum of even factors of a number.,378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,0.8744431138038635,19,,
215,Write a python function to find the sum of even factors of a number.,169,Write a python function to find the minimum of two numbers.,0.8740465641021729,20,,
224,Write a function to find all possible combinations of the elements of a given list.,518,Create a function that generates all possible combinations of elements from a given list.,0.9634200930595398,1,,
224,Write a function to find all possible combinations of the elements of a given list.,210,Write a function to find cubes of individual elements in a list.,0.8914536237716675,2,,
224,Write a function to find all possible combinations of the elements of a given list.,158,Write a function to apply a given format string to all of the elements in a list.,0.890178382396698,3,,
224,Write a function to find all possible combinations of the elements of a given list.,63,Write a function to find the common elements in given nested lists.,0.8877432346343994,4,,
224,Write a function to find all possible combinations of the elements of a given list.,504,Create a function that computes the cube of each element in a list.,0.8846107721328735,5,,
224,Write a function to find all possible combinations of the elements of a given list.,5,Write a function to find squares of individual elements in a list.,0.8836817741394043,6,,
224,Write a function to find all possible combinations of the elements of a given list.,384,Create a function that merges all numbers from a list of lists into a single set.,0.8810139298439026,7,,
224,Write a function to find all possible combinations of the elements of a given list.,67,Write a function to convert all possible convertible elements in a list of lists to floats.,0.8802888989448547,8,,
224,Write a function to find all possible combinations of the elements of a given list.,23,Write a function to flatten a list and sum all of its elements.,0.8800419569015503,9,,
224,Write a function to find all possible combinations of the elements of a given list.,549,Create a function that computes the product of all unique numbers in a list.,0.8791854381561279,10,,
224,Write a function to find all possible combinations of the elements of a given list.,95,Write a function to remove all elements from a given list present in another list.,0.878763735294342,11,,
224,Write a function to find all possible combinations of the elements of a given list.,354,Create a function that appends all elements of a list to a tuple.,0.878756046295166,12,,
224,Write a function to find all possible combinations of the elements of a given list.,425,Create a function that checks if all elements in a list are the same as the given element.,0.8781700134277344,13,,
224,Write a function to find all possible combinations of the elements of a given list.,165,Write a function to compute the sum of digits of each number of a given list.,0.877316415309906,14,,
224,Write a function to find all possible combinations of the elements of a given list.,357,Develop a function that returns the elements shared by all nested lists.,0.8758766651153564,15,,
224,Write a function to find all possible combinations of the elements of a given list.,0,Write a function to find the shared elements from the given two lists.,0.8746727705001831,16,,
224,Write a function to find all possible combinations of the elements of a given list.,299,Create a function that computes the square of each element in a list.,0.8733295202255249,17,,
224,Write a function to find all possible combinations of the elements of a given list.,131,Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,0.8719232678413391,18,,
224,Write a function to find all possible combinations of the elements of a given list.,42,"Write a function to get the frequency of all the elements in a list, returned as a dictionary.",0.8714826107025146,19,,
224,Write a function to find all possible combinations of the elements of a given list.,135,Write a function to find the list of maximum length in a list of lists.,0.8704190254211426,20,,
226,Write a function to check whether the given dictionary is empty,263,Write a function to check if a dictionary is empty,0.9881826639175415,1,,
226,Write a function to check whether the given dictionary is empty,520,Create a function that verifies if a dictionary is empty.,0.9584416151046753,2,,
226,Write a function to check whether the given dictionary is empty,557,Create a function that verifies if a dictionary is empty.,0.9584416151046753,3,,
226,Write a function to check whether the given dictionary is empty,65,Write a function to check whether all dictionaries in a list are empty or not.,0.9334819316864014,4,,
226,Write a function to check whether the given dictionary is empty,359,Develop a function that checks if every dictionary in a list is empty.,0.9283301830291748,5,,
226,Write a function to check whether the given dictionary is empty,227,Write a function to drop empty items from a given dictionary.,0.891883134841919,6,,
226,Write a function to check whether the given dictionary is empty,521,Create a function that removes entries with empty values from a dictionary.,0.8808488845825195,7,,
226,Write a function to check whether the given dictionary is empty,252,Write a function to create a list of N empty dictionaries.,0.8751569986343384,8,,
226,Write a function to check whether the given dictionary is empty,546,Create a function that generates a list containing N empty dictionaries.,0.8634109497070312,9,,
226,Write a function to check whether the given dictionary is empty,145,Write a function to find the depth of a dictionary.,0.8615418672561646,10,,
226,Write a function to check whether the given dictionary is empty,161,Write a function to check if given tuple contains no duplicates.,0.8525468111038208,11,,
226,Write a function to check whether the given dictionary is empty,64,Write a function to check if a string represents an integer or not.,0.8444314002990723,12,,
226,Write a function to check whether the given dictionary is empty,234,Write a function to sort a dictionary by value.,0.8443756103515625,13,,
226,Write a function to check whether the given dictionary is empty,27,Write a function to check whether a list contains the given sublist or not.,0.8384894728660583,14,,
226,Write a function to check whether the given dictionary is empty,46,Write a function to check whether the given number is undulating or not.,0.8359278440475464,15,,
226,Write a function to check whether the given dictionary is empty,251,Write a function to check whether a specified list is sorted or not.,0.8356565237045288,16,,
226,Write a function to check whether the given dictionary is empty,170,Write a function to check whether an element exists within a tuple.,0.8307660818099976,17,,
226,Write a function to check whether the given dictionary is empty,34,Write a python function to check whether the length of the word is odd or not.,0.8250097632408142,18,,
226,Write a function to check whether the given dictionary is empty,528,Create a function that arranges the entries of a dictionary based on their values.,0.8231306672096252,19,,
226,Write a function to check whether the given dictionary is empty,339,Develop a function to check if any string in a list contains a given substring.,0.8231098651885986,20,,
227,Write a function to drop empty items from a given dictionary.,521,Create a function that removes entries with empty values from a dictionary.,0.9315307140350342,1,,
227,Write a function to drop empty items from a given dictionary.,226,Write a function to check whether the given dictionary is empty,0.891883134841919,2,,
227,Write a function to drop empty items from a given dictionary.,252,Write a function to create a list of N empty dictionaries.,0.8847640156745911,3,,
227,Write a function to drop empty items from a given dictionary.,263,Write a function to check if a dictionary is empty,0.8840782642364502,4,,
227,Write a function to drop empty items from a given dictionary.,557,Create a function that verifies if a dictionary is empty.,0.8756108283996582,5,,
227,Write a function to drop empty items from a given dictionary.,520,Create a function that verifies if a dictionary is empty.,0.8756108283996582,6,,
227,Write a function to drop empty items from a given dictionary.,359,Develop a function that checks if every dictionary in a list is empty.,0.8731715679168701,7,,
227,Write a function to drop empty items from a given dictionary.,546,Create a function that generates a list containing N empty dictionaries.,0.8716917037963867,8,,
227,Write a function to drop empty items from a given dictionary.,65,Write a function to check whether all dictionaries in a list are empty or not.,0.8708831071853638,9,,
227,Write a function to drop empty items from a given dictionary.,234,Write a function to sort a dictionary by value.,0.8585864901542664,10,,
227,Write a function to drop empty items from a given dictionary.,95,Write a function to remove all elements from a given list present in another list.,0.8514790534973145,11,,
227,Write a function to drop empty items from a given dictionary.,145,Write a function to find the depth of a dictionary.,0.8437113165855408,12,,
227,Write a function to drop empty items from a given dictionary.,41,Write a function to merge three dictionaries into a single dictionary.,0.8378787040710449,13,,
227,Write a function to drop empty items from a given dictionary.,528,Create a function that arranges the entries of a dictionary based on their values.,0.8370928764343262,14,,
227,Write a function to drop empty items from a given dictionary.,159,Write a function to convert more than one list to nested dictionary.,0.8361279368400574,15,,
227,Write a function to drop empty items from a given dictionary.,213,Write a function to remove all whitespaces from the given string.,0.8343361616134644,16,,
227,Write a function to drop empty items from a given dictionary.,200,Write a function to remove odd characters in a string.,0.8274543285369873,17,,
227,Write a function to drop empty items from a given dictionary.,507,Create a function that eliminates all whitespace characters from a string.,0.8262512683868408,18,,
227,Write a function to drop empty items from a given dictionary.,42,"Write a function to get the frequency of all the elements in a list, returned as a dictionary.",0.8235182762145996,19,,
227,Write a function to drop empty items from a given dictionary.,418,Develop a function that returns a dictionary containing only entries whose values are at least n.,0.8211689591407776,20,,
230,Write a python function to find the product of the array multiplication modulo n.,524,"Create a function that calculates the product of an array's elements multiplied together, then applies a modulo operation with n.",0.9092024564743042,1,,
230,Write a python function to find the product of the array multiplication modulo n.,228,Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,0.8664332628250122,2,,
230,Write a python function to find the product of the array multiplication modulo n.,180,Write a python function to find a pair with highest product from a given array of integers.,0.8651658892631531,3,,
230,Write a python function to find the product of the array multiplication modulo n.,255,Write a python function to calculate the product of the unique numbers in a given list.,0.8598487377166748,4,,
230,Write a python function to find the product of the array multiplication modulo n.,273,Write a python function to find the sum of the product of consecutive binomial co-efficients.,0.8527966737747192,5,,
230,Write a python function to find the product of the array multiplication modulo n.,225,Write a function to find the maximum product subarray of the given array.,0.8491899967193604,6,,
230,Write a python function to find the product of the array multiplication modulo n.,215,Write a python function to find the sum of even factors of a number.,0.8486424684524536,7,,
230,Write a python function to find the product of the array multiplication modulo n.,50,Write a python function to find the number of divisors of a given integer.,0.8457598686218262,8,,
230,Write a python function to find the product of the array multiplication modulo n.,89,Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.,0.8446294069290161,9,,
230,Write a python function to find the product of the array multiplication modulo n.,184,Write a python function to find the cube sum of first n even natural numbers.,0.844222903251648,10,,
230,Write a python function to find the product of the array multiplication modulo n.,288,Write a python function to find nth bell number.,0.8440728783607483,11,,
230,Write a python function to find the product of the array multiplication modulo n.,141,Write a python function to count inversions in an array.,0.8400206565856934,12,,
230,Write a python function to find the product of the array multiplication modulo n.,235,Write a python function to find the sum of the largest and smallest value in a given array.,0.8369905948638916,13,,
230,Write a python function to find the product of the array multiplication modulo n.,87,Write a python function to find the smallest power of 2 greater than or equal to n.,0.8363571166992188,14,,
230,Write a python function to find the product of the array multiplication modulo n.,134,Write a python function takes in an integer n and returns the sum of squares of first n even natural numbers.,0.8361435532569885,15,,
230,Write a python function to find the product of the array multiplication modulo n.,205,Write a function to find the ration of positive numbers in an array of integers.,0.8355264663696289,16,,
230,Write a python function to find the product of the array multiplication modulo n.,116,Write a python function that takes in an integer n and returns the sum of the squares of the first n odd natural numbers.,0.8348398208618164,17,,
230,Write a python function to find the product of the array multiplication modulo n.,383,Create a Python function to compute the sum of binomial coefficients at even indices for a given positive integer n.,0.8336408734321594,18,,
230,Write a python function to find the product of the array multiplication modulo n.,410,Create a Python function that sums the squares of the first n odd numbers.,0.833419919013977,19,,
230,Write a python function to find the product of the array multiplication modulo n.,156,Write a python function to find the highest power of 2 that is less than or equal to n.,0.833256721496582,20,,
233,Write a function to replace characters in a string.,527,Create a function that substitutes specified characters in a string with new ones.,0.9334089756011963,1,,
233,Write a function to replace characters in a string.,200,Write a function to remove odd characters in a string.,0.9154965877532959,2,,
233,Write a function to replace characters in a string.,405,Develop a function that replaces every space in a string with a specified character.,0.9078542590141296,3,,
233,Write a function to replace characters in a string.,111,"Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.",0.9059222936630249,4,,
233,Write a function to replace characters in a string.,152,Write a function to convert a given string to a tuple of characters.,0.9051222801208496,5,,
233,Write a function to replace characters in a string.,530,Create a function that changes all characters in a string to lowercase.,0.8990811705589294,6,,
233,Write a function to replace characters in a string.,494,Create a function that eliminates characters at odd positions in a string.,0.8929563760757446,7,,
233,Write a function to replace characters in a string.,249,Write a python function to split a string into characters.,0.8929221630096436,8,,
233,Write a function to replace characters in a string.,594,Write a function to reverse a string,0.8921873569488525,9,,
233,Write a function to replace characters in a string.,591,Write a function to reverse a string,0.8921873569488525,10,,
233,Write a function to replace characters in a string.,596,Write a function to reverse a string,0.8921873569488525,11,,
233,Write a function to replace characters in a string.,598,Write a function to reverse a string,0.8921873569488525,12,,
233,Write a function to replace characters in a string.,536,Create a function that switches the case of each character in a string.,0.8906179666519165,13,,
233,Write a function to replace characters in a string.,512,Create a function that reverses the characters in each string within a list.,0.8879026174545288,14,,
233,Write a function to replace characters in a string.,80,Write a function to convert a tuple to a string.,0.886809229850769,15,,
233,Write a function to replace characters in a string.,68,Write a function to convert a string to a list of strings split on the space character.,0.8856085538864136,16,,
233,Write a function to replace characters in a string.,242,Write a function to toggle the case of all characters in a string.,0.8766865730285645,17,,
233,Write a function to replace characters in a string.,543,Create a function that divides a string into its individual characters.,0.876470685005188,18,,
233,Write a function to replace characters in a string.,12,Write a function to remove characters from the first string which are present in the second string.,0.875848114490509,19,,
233,Write a function to replace characters in a string.,284,Write a function to reverse words seperated by spaces in a given string.,0.8726929426193237,20,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,269,Write a python function to find the difference between largest and smallest value in a given list.,0.9298355579376221,1,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,529,Create a function that computes the sum of the maximum and minimum values in an array.,0.9118647575378418,2,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,20,Write a python function to find smallest number in a list.,0.8925566673278809,3,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,93,Write a python function to find the maximum difference between any two elements in a given array.,0.8923380970954895,4,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,49,Write a python function to find the length of the smallest list in a list of lists.,0.8857868909835815,5,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,180,Write a python function to find a pair with highest product from a given array of integers.,0.8790141344070435,6,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,387,Develop a Python function to get the largest difference between any two elements in an array.,0.8737326860427856,7,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,16,Write a python function to find the largest number that can be formed with the given list of digits.,0.8723500370979309,8,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,627,Write a function to find the smallest max elements from seven arrays.,0.8719568848609924,9,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,630,Write a function to find the smallest max elements from seven arrays.,0.8719568848609924,10,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,538,Create a function that calculates the sum of the largest contiguous subarray within a given list.,0.8671238422393799,11,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,243,Write a python function to find the sum of the per-digit difference between two integers.,0.866335391998291,12,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,151,Write a python function to find the maximum of two numbers.,0.8641124963760376,13,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,169,Write a python function to find the minimum of two numbers.,0.8631296157836914,14,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,119,Write a python function to find the sum of even numbers at even positions of a list.,0.8628809452056885,15,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,206,Write a python function to find the largest negative number from the given list.,0.8621608018875122,16,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,225,Write a function to find the maximum product subarray of the given array.,0.8619793057441711,17,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,182,Write a python function to find element of a list having maximum length.,0.8613172769546509,18,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,244,Write a function to find the sum of the largest contiguous sublist in the given list.,0.8603454828262329,19,,
235,Write a python function to find the sum of the largest and smallest value in a given array.,314,Develop a Python function to return the minimum value in a list.,0.859831690788269,20,,
236,Write a python function to convert the given string to lower case.,237,Write a python function to remove lowercase substrings from a given string.,0.917203426361084,1,,
236,Write a python function to convert the given string to lower case.,223,Write a python function to count the upper case characters in a given string.,0.9065987467765808,2,,
236,Write a python function to convert the given string to lower case.,249,Write a python function to split a string into characters.,0.8855457305908203,3,,
236,Write a python function to convert the given string to lower case.,530,Create a function that changes all characters in a string to lowercase.,0.8844857215881348,4,,
236,Write a python function to convert the given string to lower case.,221,Write a function to remove uppercase substrings from a given string.,0.8720288872718811,5,,
236,Write a python function to convert the given string to lower case.,152,Write a function to convert a given string to a tuple of characters.,0.8714250326156616,6,,
236,Write a python function to convert the given string to lower case.,80,Write a function to convert a tuple to a string.,0.8638426661491394,7,,
236,Write a python function to convert the given string to lower case.,531,Create a function that eliminates lowercase letter sequences from a string.,0.8634897470474243,8,,
236,Write a python function to convert the given string to lower case.,68,Write a function to convert a string to a list of strings split on the space character.,0.8546784520149231,9,,
236,Write a python function to convert the given string to lower case.,233,Write a function to replace characters in a string.,0.8525516986846924,10,,
236,Write a python function to convert the given string to lower case.,7,Write a python function to remove first and last occurrence of a given character from the string.,0.8510992527008057,11,,
236,Write a python function to convert the given string to lower case.,536,Create a function that switches the case of each character in a string.,0.850777268409729,12,,
236,Write a python function to convert the given string to lower case.,517,Create a function that tallies the number of uppercase characters in a string.,0.8495920896530151,13,,
236,Write a python function to convert the given string to lower case.,20,Write a python function to find smallest number in a list.,0.8485288023948669,14,,
236,Write a python function to convert the given string to lower case.,515,Create a function that eliminates uppercase letter sequences from a string.,0.8472616672515869,15,,
236,Write a python function to convert the given string to lower case.,282,Write a python function to find the first repeated character in a given string.,0.8460930585861206,16,,
236,Write a python function to convert the given string to lower case.,242,Write a function to toggle the case of all characters in a string.,0.8438661098480225,17,,
236,Write a python function to convert the given string to lower case.,108,Write a python function to remove the characters which have odd index values of a given string.,0.8434848785400391,18,,
236,Write a python function to convert the given string to lower case.,300,Develop a Python function to determine the smallest number of rotations needed to return a string to its original form.,0.840677797794342,19,,
236,Write a python function to convert the given string to lower case.,162,Write a python function to find the first non-repeated character in a given string.,0.8401471972465515,20,,
241,Write a python function to count the number of pairs whose xor value is odd.,535,Create a function that counts the number of pairs in a list that have an odd XOR value.,0.9430805444717407,1,,
241,Write a python function to count the number of pairs whose xor value is odd.,100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,0.9190560579299927,2,,
241,Write a python function to count the number of pairs whose xor value is odd.,171,Write a python function to find whether the parity of a given number is odd.,0.8962180614471436,3,,
241,Write a python function to count the number of pairs whose xor value is odd.,62,Write a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.,0.8937248587608337,4,,
241,Write a python function to count the number of pairs whose xor value is odd.,394,Create a function that counts all pairs in a list whose XOR result is even.,0.8885008096694946,5,,
241,Write a python function to count the number of pairs whose xor value is odd.,248,Write a python function which takes a list of integers and counts the number of possible unordered pairs where both elements are unequal.,0.888003945350647,6,,
241,Write a python function to count the number of pairs whose xor value is odd.,239,Write a python function which takes a list of integers and only returns the odd ones.,0.8741946220397949,7,,
241,Write a python function to count the number of pairs whose xor value is odd.,542,Create a function that counts the number of unordered pairs in a list of integers where the two integers are different.,0.8689998388290405,8,,
241,Write a python function to count the number of pairs whose xor value is odd.,328,Create a Python function to determine if the length of a word is an odd number.,0.8682656288146973,9,,
241,Write a python function to count the number of pairs whose xor value is odd.,177,Write a python function to remove odd numbers from a given list.,0.8646663427352905,10,,
241,Write a python function to count the number of pairs whose xor value is odd.,410,Create a Python function that sums the squares of the first n odd numbers.,0.8613431453704834,11,,
241,Write a python function to count the number of pairs whose xor value is odd.,465,Create a function that determines if the parity of a number is odd.,0.8563810586929321,12,,
241,Write a python function to count the number of pairs whose xor value is odd.,215,Write a python function to find the sum of even factors of a number.,0.8560963869094849,13,,
241,Write a python function to count the number of pairs whose xor value is odd.,50,Write a python function to find the number of divisors of a given integer.,0.8542784452438354,14,,
241,Write a python function to count the number of pairs whose xor value is odd.,34,Write a python function to check whether the length of the word is odd or not.,0.8537850379943848,15,,
241,Write a python function to count the number of pairs whose xor value is odd.,281,Write a python function to check whether the given number is even or not.,0.8516817688941956,16,,
241,Write a python function to count the number of pairs whose xor value is odd.,344,Create a Python function that counts how many divisors a given integer has.,0.8506826162338257,17,,
241,Write a python function to count the number of pairs whose xor value is odd.,141,Write a python function to count inversions in an array.,0.8499014377593994,18,,
241,Write a python function to count the number of pairs whose xor value is odd.,24,Write a python function to count the number of positive numbers in a list.,0.848840594291687,19,,
241,Write a python function to count the number of pairs whose xor value is odd.,119,Write a python function to find the sum of even numbers at even positions of a list.,0.8482000827789307,20,,
242,Write a function to toggle the case of all characters in a string.,536,Create a function that switches the case of each character in a string.,0.9432544708251953,1,,
242,Write a function to toggle the case of all characters in a string.,530,Create a function that changes all characters in a string to lowercase.,0.9094884991645813,2,,
242,Write a function to toggle the case of all characters in a string.,233,Write a function to replace characters in a string.,0.8766865730285645,3,,
242,Write a function to toggle the case of all characters in a string.,405,Develop a function that replaces every space in a string with a specified character.,0.8734016418457031,4,,
242,Write a function to toggle the case of all characters in a string.,152,Write a function to convert a given string to a tuple of characters.,0.8729941844940186,5,,
242,Write a function to toggle the case of all characters in a string.,512,Create a function that reverses the characters in each string within a list.,0.8722010850906372,6,,
