query_id,query_text,doc_id,doc_text,pred_score,rank_hint,rel,notes,query_text_paraphrase
98,Write a function to determine if the sum of the divisors of two integers are the same.,74,Write a python function to find the sum of common divisors of two given numbers.,0.913711667060852,2,2,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,140,Write a function to return the sum of all divisors of a number.,0.903027176856994,3,2,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,434,Create a function that calculates the total sum of all divisors of a given number.,0.89682799577713,4,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,368,Create a Python function that returns the sum of all common divisors of two numbers.,0.891055107116699,5,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,50,Write a python function to find the number of divisors of a given integer.,0.88692682981491,6,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,537,Create a function that computes the sum of differences between corresponding digits of two integers.,0.883135557174682,7,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,344,Create a Python function that counts how many divisors a given integer has.,0.876054644584655,8,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,243,Write a python function to find the sum of the per-digit difference between two integers.,0.872189283370971,9,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,75,Write a function to multiply two integers.,0.864205837249755,10,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,0.863818526268005,11,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,250,Write a function to get the sum of the digits of a non-negative integer.,0.86098712682724,12,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,13,Write a function to find whether a given array of integers contains any duplicate element.,0.859080672264099,13,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,311,Create a Python function to verify if two integers have different signs.,0.857553839683532,14,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,215,Write a python function to find the sum of even factors of a number.,0.856465935707092,15,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,102,Write a function to find the sum of numbers in a list within a range specified by two indices.,0.855141878128051,16,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,587,Create a function that counts the number of indices at which two lists have the same value.,0.853719592094421,17,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,30,Write a python function to check whether the given number can be represented as the difference of two squares or not.,0.853269457817077,18,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,17,Write a python function to check whether the given two integers have opposite sign or not.,0.852337121963501,19,1,,Write a function to check if two integers have equal sums of their divisors.
98,Write a function to determine if the sum of the divisors of two integers are the same.,285,Write a function to check if the given integer is a prime number.,0.852165818214416,20,1,,Write a function to check if two integers have equal sums of their divisors.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,535,Create a function that counts the number of pairs in a list that have an odd XOR value.,0.925710439682006,1,2,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,394,Create a function that counts all pairs in a list whose XOR result is even.,0.924625873565673,2,2,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,241,Write a python function to count the number of pairs whose xor value is odd.,0.919056057929992,3,2,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,542,Create a function that counts the number of unordered pairs in a list of integers where the two integers are different.,0.897770166397094,4,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,119,Write a python function to find the sum of even numbers at even positions of a list.,0.882246613502502,5,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,248,Write a python function which takes a list of integers and counts the number of possible unordered pairs where both elements are unequal.,0.878336191177368,6,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,569,Create a function that calculates the difference between the first even and first odd number in a list.,0.868860065937042,7,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,275,Write a function to find the difference of the first even and first odd number of a given list.,0.867966532707214,8,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,215,Write a python function to find the sum of even factors of a number.,0.8608238697052,9,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,202,Write a function to join a list of multiple integers into a single integer.,0.859300971031189,10,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,413,Develop a Python function that adds up all even numbers found at even indices in a list.,0.858959197998046,11,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,101,Write a function to count the number of occurrences of a number in a given list.,0.857976198196411,12,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,509,Create a function that computes the sum of all even factors of a given number.,0.857521414756774,13,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,165,Write a function to compute the sum of digits of each number of a given list.,0.855761110782623,14,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,239,Write a python function which takes a list of integers and only returns the odd ones.,0.854798257350921,15,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,81,Write a function to calculate the sum of the negative numbers of a given list of numbers.,0.850813448429107,16,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,499,Create a function that calculates the ratio of positive numbers in an array of integers.,0.850269079208374,17,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,575,Create a function that determines if a number is even.,0.849681675434112,18,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,83,Write a function to find the ratio of zeroes to non-zeroes in an array of integers.,0.849533081054687,19,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
100,Write a function that counts the number of pairs of integers in a list that xor to an even number.,459,Create a function that calculates the sum of digits for every number in a list.,0.848960041999816,20,1,,Create a function that counts pairs of integers in a list whose XOR results in an even number.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,396,"Create a function that sums the elements of a list between two given indices, inclusive.",0.916540145874023,1,2,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,165,Write a function to compute the sum of digits of each number of a given list.,0.891964733600616,2,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,587,Create a function that counts the number of indices at which two lists have the same value.,0.884618401527404,3,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,119,Write a python function to find the sum of even numbers at even positions of a list.,0.880879402160644,4,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,81,Write a function to calculate the sum of the negative numbers of a given list of numbers.,0.879972994327545,5,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,459,Create a function that calculates the sum of digits for every number in a list.,0.879760980606079,6,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,537,Create a function that computes the sum of differences between corresponding digits of two integers.,0.873877167701721,7,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,74,Write a python function to find the sum of common divisors of two given numbers.,0.863999366760253,8,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,205,Write a function to find the ration of positive numbers in an array of integers.,0.863284349441528,9,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,92,Write a function to find number of lists present in the given tuple.,0.862824082374572,10,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,129,Write a function to subtract two lists element-wise.,0.858965337276458,11,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,70,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,0.857869267463684,12,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,293,Write a function to count indices where the lists have the same values.,0.857528984546661,13,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,291,Write a function to find the median of two sorted lists of same size.,0.85735672712326,14,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,202,Write a function to join a list of multiple integers into a single integer.,0.856267154216766,15,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,75,Write a function to multiply two integers.,0.856178402900695,16,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,243,Write a python function to find the sum of the per-digit difference between two integers.,0.855591654777526,17,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,294,Create a function that returns the elements found in both of the provided lists.,0.855304181575775,18,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,98,Write a function to determine if the sum of the divisors of two integers are the same.,0.855141878128051,19,1,,Define a function to sum elements in a list between two given indices.
102,Write a function to find the sum of numbers in a list within a range specified by two indices.,208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,0.85287058353424,20,1,,Define a function to sum elements in a list between two given indices.
105,Write a function to check if all the elements in tuple have same data type or not.,399,Develop a function that checks whether every element in a tuple is of the same type.,0.949556827545166,1,2,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,455,Create a function that verifies whether a tuple has any duplicate elements.,0.914097666740417,2,2,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,28,Write a function to find whether all the given tuples have equal length or not.,0.909590601921081,3,2,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,322,Develop a function to check if all tuples in a list have the same length.,0.90758866071701,4,2,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,161,Write a function to check if given tuple contains no duplicates.,0.905100226402282,5,2,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,170,Write a function to check whether an element exists within a tuple.,0.902266502380371,6,2,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,425,Create a function that checks if all elements in a list are the same as the given element.,0.894653677940368,7,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,131,Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,0.874997615814209,8,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,13,Write a function to find whether a given array of integers contains any duplicate element.,0.869361639022827,9,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,464,Create a function that verifies the existence of an element in a tuple.,0.867907404899597,10,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,526,"Create a function that finds common elements in tuples within a list, regardless of their order.",0.865896940231323,11,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,209,Write a python function to count the occurence of all elements of list in a tuple.,0.865424156188964,12,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,128,Write a python function to check if the elements of a given list are unique or not.,0.865328669548034,13,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,503,Create a function that tallies the occurrences of each list element in a tuple.,0.862750113010406,14,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,260,Write a function to find the dissimilar elements in the given two tuples.,0.860821485519409,15,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,354,Create a function that appends all elements of a list to a tuple.,0.86017632484436,16,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,374,Create a function that concatenates all elements of a tuple into a single string.,0.856778085231781,17,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,181,Write a function to find common first element in given list of tuple.,0.854848146438598,18,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,422,Develop a Python function that determines whether all elements in a list are unique.,0.854730725288391,19,1,,Write a function to determine if all elements in a tuple share the same data type.
105,Write a function to check if all the elements in tuple have same data type or not.,232,Write a function to find the tuple intersection of elements in the given tuple list irrespective of their order.,0.851475477218627,20,1,,Write a function to determine if all elements in a tuple share the same data type.
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",400,Create a function to check if a given element is the majority in a sorted array (appears more than n/2 times).,0.935358881950378,1,2,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",110,"Write a function that takes in an array and an integer n, and re-arranges the first n elements of the given array so that all negative elements appear before positive ones, and where the relative order among negative and positive elements is preserved.",0.849917531013488,2,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",133,Write a function to find the largest sum of a contiguous array in the modified array which is formed by repeating the given array k times.,0.837471842765808,3,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",196,Write a function to check whether the entered number is greater than the elements of the given array.,0.834358394145965,4,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",112,"Write a function that takes in a list and an integer n and splits the given list into two parts where the length of the first part of the list is L, and returns the resulting lists in a tuple.",0.833064556121826,5,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",114,"Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.",0.831655919551849,6,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",490,Create a function that verifies if a given number is larger than all elements in an array.,0.83100950717926,7,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",296,"Implement a function that returns the n biggest numbers from a list, sorted from highest to lowest.",0.828914165496826,8,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",0.826618075370788,9,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",127,Write a function that takes in an array and element and returns a tuple containing a boolean that indicates if the element is in the array and the index position of the element (or -1 if the element is not found).,0.825318574905395,10,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",131,Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,0.824615955352783,11,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",69,Write a python function to find the element that appears only once in a sorted array.,0.82423996925354,12,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",346,Create a function that multiplies all elements in a list and divides the result by the list's length.,0.822763204574585,13,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",13,Write a function to find whether a given array of integers contains any duplicate element.,0.820708036422729,14,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",524,"Create a function that calculates the product of an array's elements multiplied together, then applies a modulo operation with n.",0.820281505584716,15,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",228,Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,0.818239331245422,16,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",337,Develop a function that returns the largest integer less than a given number n.,0.815930247306823,17,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",427,Create a function that finds the maximum sum of a contiguous subarray in an array formed by repeating the original array k times.,0.812708854675293,18,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",307,Create a function to check if an integer array has any repeated elements.,0.812061429023742,19,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
106,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",86,Write a function to sort a list of elements.,0.811797022819519,20,1,,"Implement a function that, given a sorted array, its length n, and an element, checks if the element occurs more than n/2 times."
115,Write a function to find the lateral surface area of a cube given its side length.,409,Develop a function that calculates the lateral surface area of a cube from its side length.,0.956877708435058,1,3,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,204,Write a function to find the surface area of a cube of a given size.,0.925853013992309,2,2,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,498,Create a function that calculates the surface area of a cube based on its size.,0.901343464851379,3,2,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,39,Write a function to find the surface area of a sphere.,0.882017850875854,4,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,305,Create a function to compute the perimeter of a square from its side length.,0.878573417663574,5,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,11,Write a function that returns the perimeter of a square given its side length as input.,0.873586893081665,6,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,97,Write a function to calculate the area of a regular polygon given the length and number of its sides.,0.870791912078857,7,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,256,Write a function to find the surface area of a cylinder.,0.865434110164642,8,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,103,Write a function to find the perimeter of a regular pentagon from the length of its sides.,0.862103641033172,9,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,391,Develop a function that computes the area of a regular polygon using its side length and number of sides.,0.855192124843597,10,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,556,Create a function that calculates the surface area of a square pyramid given the length of a base edge and the pyramid's height.,0.848559498786926,11,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,397,Develop a function that calculates the perimeter of a regular pentagon given the side length.,0.847558319568634,12,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,514,Create a function that calculates the area of a rectangle given its length and breadth.,0.844935655593872,13,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,550,Create a function that calculates the surface area of a cylinder given its radius and height.,0.844828903675079,14,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,333,Implement a function to calculate the surface area of a sphere from its radius.,0.844619035720825,15,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,262,Write a python function to find the surface area of a square pyramid with a given base edge and height.,0.844563007354736,16,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,220,Write a function to find the area of a rectangle.,0.84302133321762,17,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,432,Create a function to calculate the length of the third side of a right triangle given the lengths of the other two sides.,0.842172801494598,18,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,36,Write a function to find the volume of a sphere.,0.830763220787048,19,1,,Create a function to calculate the lateral surface area of a cube from its side length.
115,Write a function to find the lateral surface area of a cube given its side length.,195,Write a function to find the median length of a trapezium.,0.827524423599243,20,1,,Create a function to calculate the lateral surface area of a cube from its side length.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,417,Create a function that computes the volume of a cylinder given its radius and height.,0.954915821552276,1,3,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,550,Create a function that calculates the surface area of a cylinder given its radius and height.,0.922843396663665,2,2,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,330,Create a function that computes the volume of a sphere given its radius.,0.87928283214569,3,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,256,Write a function to find the surface area of a cylinder.,0.871079683303833,4,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,36,Write a function to find the volume of a sphere.,0.868590354919433,5,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,448,Calculate the volume of a cone given its radius and height.,0.864648461341857,6,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,379,Create a function that returns the circumference of a circle given its radius.,0.858527183532714,7,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,154,Write a function to find the volume of a cone.,0.853438794612884,8,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,514,Create a function that calculates the area of a rectangle given its length and breadth.,0.830483078956604,9,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,85,Write a function to find the circumference of a circle.,0.825701594352722,10,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,333,Implement a function to calculate the surface area of a sphere from its radius.,0.823372602462768,11,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,9,Write a python function to find the volume of a triangular prism.,0.82061493396759,12,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,11,Write a function that returns the perimeter of a square given its side length as input.,0.81659972667694,13,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,303,Create a Python function that calculates the volume of a triangular prism.,0.816451132297515,14,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,97,Write a function to calculate the area of a regular polygon given the length and number of its sides.,0.815391898155212,15,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,477,"Create a function that rounds each number in a list, then returns the total sum multiplied by the list's length.",0.814215183258056,16,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,366,Create a function that returns the phase angle of a complex number.,0.814210772514343,17,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,39,Write a function to find the surface area of a sphere.,0.813394963741302,18,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,580,Create a function that converts an angle from degrees to radians.,0.812345385551452,19,1,,Write a function that returns the volume of a cylinder given its radius and height.
123,Write a function that takes in the radius and height of a cylinder and returns the the volume.,204,Write a function to find the surface area of a cube of a given size.,0.811815977096557,20,1,,Write a function that returns the volume of a cylinder given its radius and height.
126,Write a function to find the nth decagonal number.,18,Write a function to find the nth octagonal number.,0.951373279094696,1,3,,Define a function to find the nth decagonal number.
126,Write a function to find the nth decagonal number.,420,Implement a function that returns the nth decagonal number.,0.945461273193359,2,2,,Define a function to find the nth decagonal number.
126,Write a function to find the nth decagonal number.,82,Write a function to find the nth hexagonal number.,0.940727114677429,3,2,,Define a function to find the nth decagonal number.
