query_id,query_text,doc_id,doc_text,rel,label_source
145,Write a function to find the depth of a dictionary.,439,Determine the maximum depth of nesting in a given dictionary.,1,weak_auto_from_relevant_indices
145,Write a function to find the depth of a dictionary.,263,Write a function to check if a dictionary is empty,1,weak_auto_from_relevant_indices
146,Write a python function to find element at a given index after number of rotations.,440,Create a function to identify the element at a specific index in an array after a series of rotations.,1,weak_auto_from_relevant_indices
146,Write a python function to find element at a given index after number of rotations.,62,Write a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.,1,weak_auto_from_relevant_indices
146,Write a python function to find element at a given index after number of rotations.,69,Write a python function to find the element that appears only once in a sorted array.,1,weak_auto_from_relevant_indices
147,Write a function to return two words from a list of words starting with letter 'p'.,441,Find and return two words from a list that both start with the letter 'p'.,1,weak_auto_from_relevant_indices
147,Write a function to return two words from a list of words starting with letter 'p'.,76,Write a function to find words that are longer than n characters from a given list of words.,1,weak_auto_from_relevant_indices
147,Write a function to return two words from a list of words starting with letter 'p'.,370,Create a function that returns all words longer than n characters from a string.,1,weak_auto_from_relevant_indices
148,"Write a function to find the maximum sum of increasing subsequence from prefix until ith index and also including a given kth element which is after i, i.e., k > i .",442,"Determine the highest sum of an increasing subsequence in an array, considering only elements up to index i and including a specified element at index k.",1,weak_auto_from_relevant_indices
148,"Write a function to find the maximum sum of increasing subsequence from prefix until ith index and also including a given kth element which is after i, i.e., k > i .",228,Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,1,weak_auto_from_relevant_indices
148,"Write a function to find the maximum sum of increasing subsequence from prefix until ith index and also including a given kth element which is after i, i.e., k > i .",522,Create a function that calculates the highest product obtainable from an increasing subsequence in the array.,1,weak_auto_from_relevant_indices
149,Write a function to get a colon of a tuple.,80,Write a function to convert a tuple to a string.,1,weak_auto_from_relevant_indices
149,Write a function to get a colon of a tuple.,268,Write a function to convert a list to a tuple.,1,weak_auto_from_relevant_indices
149,Write a function to get a colon of a tuple.,152,Write a function to convert a given string to a tuple of characters.,1,weak_auto_from_relevant_indices
150,"Write a function to find the specified number of largest products from two given lists, selecting one factor from each list.",444,Determine the N largest products that can be made by multiplying a number from each of two lists.,1,weak_auto_from_relevant_indices
150,"Write a function to find the specified number of largest products from two given lists, selecting one factor from each list.",70,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,1,weak_auto_from_relevant_indices
150,"Write a function to find the specified number of largest products from two given lists, selecting one factor from each list.",364,Create a function that finds the largest absolute product among all pairs in a list of tuples.,1,weak_auto_from_relevant_indices
151,Write a python function to find the maximum of two numbers.,169,Write a python function to find the minimum of two numbers.,1,weak_auto_from_relevant_indices
151,Write a python function to find the maximum of two numbers.,137,Write a python function to find quotient of two numbers (rounded down to the nearest integer).,1,weak_auto_from_relevant_indices
151,Write a python function to find the maximum of two numbers.,16,Write a python function to find the largest number that can be formed with the given list of digits.,1,weak_auto_from_relevant_indices
152,Write a function to convert a given string to a tuple of characters.,80,Write a function to convert a tuple to a string.,1,weak_auto_from_relevant_indices
152,Write a function to convert a given string to a tuple of characters.,446,Develop a function to transform a string into a tuple where each character is an element.,1,weak_auto_from_relevant_indices
152,Write a function to convert a given string to a tuple of characters.,268,Write a function to convert a list to a tuple.,1,weak_auto_from_relevant_indices
153,Write a python function to set the left most unset bit.,447,"Create a function that sets the leftmost unset bit in a number, returning the new number.",1,weak_auto_from_relevant_indices
153,Write a python function to set the left most unset bit.,88,Write a python function to check whether all the bits are unset in the given range or not.,1,weak_auto_from_relevant_indices
153,Write a python function to set the left most unset bit.,382,Create a Python function to determine if a number has all bits set to zero within a specified range.,1,weak_auto_from_relevant_indices
154,Write a function to find the volume of a cone.,36,Write a function to find the volume of a sphere.,1,weak_auto_from_relevant_indices
154,Write a function to find the volume of a cone.,448,Calculate the volume of a cone given its radius and height.,1,weak_auto_from_relevant_indices
154,Write a function to find the volume of a cone.,85,Write a function to find the circumference of a circle.,1,weak_auto_from_relevant_indices
155,Write a function to find the list with maximum length.,135,Write a function to find the list of maximum length in a list of lists.,1,weak_auto_from_relevant_indices
155,Write a function to find the list with maximum length.,182,Write a python function to find element of a list having maximum length.,1,weak_auto_from_relevant_indices
155,Write a function to find the list with maximum length.,476,Create a function that identifies the element with the greatest length in a list.,1,weak_auto_from_relevant_indices
156,Write a python function to find the highest power of 2 that is less than or equal to n.,87,Write a python function to find the smallest power of 2 greater than or equal to n.,1,weak_auto_from_relevant_indices
156,Write a python function to find the highest power of 2 that is less than or equal to n.,381,Create a Python function to determine the smallest power of 2 that is greater than or equal to a given number.,1,weak_auto_from_relevant_indices
156,Write a python function to find the highest power of 2 that is less than or equal to n.,450,Create a function to determine the maximum power of two that does not exceed the input number n.,1,weak_auto_from_relevant_indices
157,Write a function to find the n'th lucas number.,451,Create a function that calculates and returns the lucas number at position n in the sequence.,1,weak_auto_from_relevant_indices
157,Write a function to find the n'th lucas number.,117,Write a function to find the n'th star number.,1,weak_auto_from_relevant_indices
157,Write a function to find the n'th lucas number.,126,Write a function to find the nth decagonal number.,1,weak_auto_from_relevant_indices
158,Write a function to apply a given format string to all of the elements in a list.,452,Create a function that formats every element of a list using a provided string template.,1,weak_auto_from_relevant_indices
158,Write a function to apply a given format string to all of the elements in a list.,224,Write a function to find all possible combinations of the elements of a given list.,1,weak_auto_from_relevant_indices
158,Write a function to apply a given format string to all of the elements in a list.,354,Create a function that appends all elements of a list to a tuple.,1,weak_auto_from_relevant_indices
159,Write a function to convert more than one list to nested dictionary.,453,Create a function that transforms multiple lists into a nested dictionary structure.,1,weak_auto_from_relevant_indices
159,Write a function to convert more than one list to nested dictionary.,41,Write a function to merge three dictionaries into a single dictionary.,1,weak_auto_from_relevant_indices
159,Write a function to convert more than one list to nested dictionary.,268,Write a function to convert a list to a tuple.,1,weak_auto_from_relevant_indices
160,"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).",454,"Create a function that calculates the highest possible sum using the formula f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).",1,weak_auto_from_relevant_indices
160,"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).",96,"Write a function to calculate the sum (n - 2*i) from i=0 to n // 2, for instance n + (n-2) + (n-4)... (until n-x =< 0).",1,weak_auto_from_relevant_indices
160,"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).",390,"Create a function that sums n, n-2, n-4, and so on, stopping when the result is less than or equal to zero.",1,weak_auto_from_relevant_indices
161,Write a function to check if given tuple contains no duplicates.,455,Create a function that verifies whether a tuple has any duplicate elements.,1,weak_auto_from_relevant_indices
161,Write a function to check if given tuple contains no duplicates.,170,Write a function to check whether an element exists within a tuple.,1,weak_auto_from_relevant_indices
161,Write a function to check if given tuple contains no duplicates.,105,Write a function to check if all the elements in tuple have same data type or not.,1,weak_auto_from_relevant_indices
162,Write a python function to find the first non-repeated character in a given string.,282,Write a python function to find the first repeated character in a given string.,1,weak_auto_from_relevant_indices
162,Write a python function to find the first non-repeated character in a given string.,456,Create a function that identifies the first non-repeating character in a string.,1,weak_auto_from_relevant_indices
162,Write a python function to find the first non-repeated character in a given string.,7,Write a python function to remove first and last occurrence of a given character from the string.,1,weak_auto_from_relevant_indices
163,Write a function to check whether the given string starts and ends with the same character or not.,457,Create a function that checks if a string begins and ends with the identical character.,1,weak_auto_from_relevant_indices
163,Write a function to check whether the given string starts and ends with the same character or not.,64,Write a function to check if a string represents an integer or not.,1,weak_auto_from_relevant_indices
163,Write a function to check whether the given string starts and ends with the same character or not.,456,Create a function that identifies the first non-repeating character in a string.,1,weak_auto_from_relevant_indices
164,Write a function to find the median of three numbers.,458,Create a function that determines the median value among three given numbers.,1,weak_auto_from_relevant_indices
164,Write a function to find the median of three numbers.,109,Write a function to find minimum of three numbers.,1,weak_auto_from_relevant_indices
164,Write a function to find the median of three numbers.,403,Develop a function that returns the smallest value among three given numbers.,1,weak_auto_from_relevant_indices
165,Write a function to compute the sum of digits of each number of a given list.,459,Create a function that calculates the sum of digits for every number in a list.,1,weak_auto_from_relevant_indices
165,Write a function to compute the sum of digits of each number of a given list.,81,Write a function to calculate the sum of the negative numbers of a given list of numbers.,1,weak_auto_from_relevant_indices
165,Write a function to compute the sum of digits of each number of a given list.,183,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,1,weak_auto_from_relevant_indices
166,Write a function to perform the mathematical bitwise xor operation across the given tuples.,460,Create a function that executes the bitwise XOR operation on the elements of two tuples.,1,weak_auto_from_relevant_indices
166,Write a function to perform the mathematical bitwise xor operation across the given tuples.,208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,1,weak_auto_from_relevant_indices
166,Write a function to perform the mathematical bitwise xor operation across the given tuples.,192,Write a function to extract the elementwise and tuples from the given two tuples.,1,weak_auto_from_relevant_indices
167,Write a function to extract the number of unique tuples in the given list.,461,Create a function that determines the count of unique tuples within a list.,1,weak_auto_from_relevant_indices
167,Write a function to extract the number of unique tuples in the given list.,92,Write a function to find number of lists present in the given tuple.,1,weak_auto_from_relevant_indices
167,Write a function to extract the number of unique tuples in the given list.,386,Create a function that returns the count of lists inside a given tuple.,1,weak_auto_from_relevant_indices
168,Write a function to perform index wise addition of tuple elements in the given two nested tuples.,208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,1,weak_auto_from_relevant_indices
168,Write a function to perform index wise addition of tuple elements in the given two nested tuples.,462,Create a function that adds together elements of two nested tuples at the same index.,1,weak_auto_from_relevant_indices
168,Write a function to perform index wise addition of tuple elements in the given two nested tuples.,229,Write a function to find the pairwise addition of the neighboring elements of the given tuple.,1,weak_auto_from_relevant_indices
169,Write a python function to find the minimum of two numbers.,151,Write a python function to find the maximum of two numbers.,1,weak_auto_from_relevant_indices
169,Write a python function to find the minimum of two numbers.,20,Write a python function to find smallest number in a list.,1,weak_auto_from_relevant_indices
169,Write a python function to find the minimum of two numbers.,137,Write a python function to find quotient of two numbers (rounded down to the nearest integer).,1,weak_auto_from_relevant_indices
170,Write a function to check whether an element exists within a tuple.,464,Create a function that verifies the existence of an element in a tuple.,1,weak_auto_from_relevant_indices
170,Write a function to check whether an element exists within a tuple.,455,Create a function that verifies whether a tuple has any duplicate elements.,1,weak_auto_from_relevant_indices
170,Write a function to check whether an element exists within a tuple.,161,Write a function to check if given tuple contains no duplicates.,1,weak_auto_from_relevant_indices
171,Write a python function to find whether the parity of a given number is odd.,465,Create a function that determines if the parity of a number is odd.,1,weak_auto_from_relevant_indices
171,Write a python function to find whether the parity of a given number is odd.,281,Write a python function to check whether the given number is even or not.,1,weak_auto_from_relevant_indices
171,Write a python function to find whether the parity of a given number is odd.,328,Create a Python function to determine if the length of a word is an odd number.,1,weak_auto_from_relevant_indices
172,Write a function to create the next bigger number by rearranging the digits of a given number.,466,Create a function that generates the next larger number by permuting the digits of the current number.,1,weak_auto_from_relevant_indices
172,Write a function to create the next bigger number by rearranging the digits of a given number.,445,Create a function that returns the larger of two given numbers.,1,weak_auto_from_relevant_indices
172,Write a function to create the next bigger number by rearranging the digits of a given number.,310,Develop a Python function that constructs the biggest number possible from a list of digits.,1,weak_auto_from_relevant_indices
173,Write a function to find k number of smallest pairs which consist of one element from the first array and one element from the second array.,467,Create a function that identifies k smallest pairs formed by elements from two arrays.,1,weak_auto_from_relevant_indices
173,Write a function to find k number of smallest pairs which consist of one element from the first array and one element from the second array.,278,Write a function to find kth element from the given two sorted arrays.,1,weak_auto_from_relevant_indices
173,Write a function to find k number of smallest pairs which consist of one element from the first array and one element from the second array.,572,Create a function that retrieves the kth element from the merged result of two sorted arrays.,1,weak_auto_from_relevant_indices
174,Write a function to find the minimum product from the pairs of tuples within a given list.,468,Create a function that determines the lowest product obtainable from tuple pairs in a list.,1,weak_auto_from_relevant_indices
174,Write a function to find the minimum product from the pairs of tuples within a given list.,70,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,1,weak_auto_from_relevant_indices
174,Write a function to find the minimum product from the pairs of tuples within a given list.,364,Create a function that finds the largest absolute product among all pairs in a list of tuples.,1,weak_auto_from_relevant_indices
175,Write a function to find the minimum value in a given heterogeneous list.,139,Write a function to find the maximum value in a given heterogeneous list.,1,weak_auto_from_relevant_indices
175,Write a function to find the minimum value in a given heterogeneous list.,469,Create a function that identifies the smallest value in a heterogeneous list.,1,weak_auto_from_relevant_indices
175,Write a function to find the minimum value in a given heterogeneous list.,314,Develop a Python function to return the minimum value in a list.,1,weak_auto_from_relevant_indices
176,Write a function to convert the given snake case string to camel case string.,56,Write a function to convert a snake case string to camel case string.,1,weak_auto_from_relevant_indices
176,Write a function to convert the given snake case string to camel case string.,350,Create a function that transforms a snake_case string into camel case format.,1,weak_auto_from_relevant_indices
176,Write a function to convert the given snake case string to camel case string.,470,Create a function that changes snake_case strings to camelCase.,1,weak_auto_from_relevant_indices
177,Write a python function to remove odd numbers from a given list.,483,Create a function that filters out odd numbers from a list.,1,weak_auto_from_relevant_indices
177,Write a python function to remove odd numbers from a given list.,471,Create a function that filters out odd numbers from a list.,1,weak_auto_from_relevant_indices
177,Write a python function to remove odd numbers from a given list.,254,Write a python function to remove duplicate numbers from a given number of lists.,1,weak_auto_from_relevant_indices
178,Write a function to extract the nth element from a given list of tuples.,472,Create a function that retrieves the nth element from each tuple in a list of tuples.,1,weak_auto_from_relevant_indices
178,Write a function to extract the nth element from a given list of tuples.,167,Write a function to extract the number of unique tuples in the given list.,1,weak_auto_from_relevant_indices
178,Write a function to extract the nth element from a given list of tuples.,415,Develop a function that extracts the last element from each tuple in a list.,1,weak_auto_from_relevant_indices
179,Write a python function to check whether any value in a sequence exists in a sequence or not.,473,Create a function that checks for the existence of any value from one sequence in another sequence.,1,weak_auto_from_relevant_indices
179,Write a python function to check whether any value in a sequence exists in a sequence or not.,231,Write a python function to check whether the given list contains consecutive numbers or not.,1,weak_auto_from_relevant_indices
179,Write a python function to check whether any value in a sequence exists in a sequence or not.,281,Write a python function to check whether the given number is even or not.,1,weak_auto_from_relevant_indices
180,Write a python function to find a pair with highest product from a given array of integers.,474,Create a function that identifies the pair of integers in an array that yields the highest product.,1,weak_auto_from_relevant_indices
180,Write a python function to find a pair with highest product from a given array of integers.,70,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,1,weak_auto_from_relevant_indices
180,Write a python function to find a pair with highest product from a given array of integers.,225,Write a function to find the maximum product subarray of the given array.,1,weak_auto_from_relevant_indices
181,Write a function to find common first element in given list of tuple.,475,Create a function that identifies the shared first element in a list of tuples.,1,weak_auto_from_relevant_indices
181,Write a function to find common first element in given list of tuple.,526,"Create a function that finds common elements in tuples within a list, regardless of their order.",1,weak_auto_from_relevant_indices
181,Write a function to find common first element in given list of tuple.,63,Write a function to find the common elements in given nested lists.,1,weak_auto_from_relevant_indices
182,Write a python function to find element of a list having maximum length.,155,Write a function to find the list with maximum length.,1,weak_auto_from_relevant_indices
182,Write a python function to find element of a list having maximum length.,135,Write a function to find the list of maximum length in a list of lists.,1,weak_auto_from_relevant_indices
182,Write a python function to find element of a list having maximum length.,338,Create a Python function to determine the maximum word length in a list.,1,weak_auto_from_relevant_indices
183,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,477,"Create a function that rounds each number in a list, then returns the total sum multiplied by the list's length.",1,weak_auto_from_relevant_indices
183,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,52,Write a function to multiply all the numbers in a list and divide with the length of the list.,1,weak_auto_from_relevant_indices
183,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,165,Write a function to compute the sum of digits of each number of a given list.,1,weak_auto_from_relevant_indices
184,Write a python function to find the cube sum of first n even natural numbers.,186,Write a python function to find the average of cubes of first n natural numbers.,1,weak_auto_from_relevant_indices
184,Write a python function to find the cube sum of first n even natural numbers.,478,Create a function that calculates the cube sum of the initial n even natural numbers.,1,weak_auto_from_relevant_indices
184,Write a python function to find the cube sum of first n even natural numbers.,240,Write a python function to find the difference between the sum of cubes of the first n natural numbers and the sum of the first n natural numbers.,1,weak_auto_from_relevant_indices
185,Write a function to concatenate each element of tuple by the delimiter.,479,Create a function that concatenates the elements of a tuple using a specified delimiter.,1,weak_auto_from_relevant_indices
185,Write a function to concatenate each element of tuple by the delimiter.,374,Create a function that concatenates all elements of a tuple into a single string.,1,weak_auto_from_relevant_indices
185,Write a function to concatenate each element of tuple by the delimiter.,354,Create a function that appends all elements of a list to a tuple.,1,weak_auto_from_relevant_indices
186,Write a python function to find the average of cubes of first n natural numbers.,184,Write a python function to find the cube sum of first n even natural numbers.,1,weak_auto_from_relevant_indices
186,Write a python function to find the average of cubes of first n natural numbers.,480,Create a function that calculates the average value of the cubes of the first n natural numbers.,1,weak_auto_from_relevant_indices
186,Write a python function to find the average of cubes of first n natural numbers.,240,Write a python function to find the difference between the sum of cubes of the first n natural numbers and the sum of the first n natural numbers.,1,weak_auto_from_relevant_indices
187,Write a function to extract only the rear index element of each string in the given tuple.,121,Write a function that takes in a list of tuples and returns a list containing the rear element of each tuple.,1,weak_auto_from_relevant_indices
187,Write a function to extract only the rear index element of each string in the given tuple.,481,Create a function that retrieves the last character from each string in a tuple.,1,weak_auto_from_relevant_indices
187,Write a function to extract only the rear index element of each string in the given tuple.,374,Create a function that concatenates all elements of a tuple into a single string.,1,weak_auto_from_relevant_indices
188,Write a function to count the number of sublists containing a particular element.,482,Create a function that tallies the number of sublists that include a specific element.,1,weak_auto_from_relevant_indices
188,Write a function to count the number of sublists containing a particular element.,27,Write a function to check whether a list contains the given sublist or not.,1,weak_auto_from_relevant_indices
188,Write a function to count the number of sublists containing a particular element.,101,Write a function to count the number of occurrences of a number in a given list.,1,weak_auto_from_relevant_indices
189,Write a function to filter odd numbers.,483,Create a function that filters out odd numbers from a list.,1,weak_auto_from_relevant_indices
189,Write a function to filter odd numbers.,471,Create a function that filters out odd numbers from a list.,1,weak_auto_from_relevant_indices
189,Write a function to filter odd numbers.,533,Create a function that filters and returns only the odd integers from a list.,1,weak_auto_from_relevant_indices
190,Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,484,Create a function that changes date formats from yyyy-mm-dd to dd-mm-yyyy.,1,weak_auto_from_relevant_indices
190,Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,66,Write a function to convert a given tuple of positive integers into a single integer.,1,weak_auto_from_relevant_indices
190,Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,80,Write a function to convert a tuple to a string.,1,weak_auto_from_relevant_indices
191,Write a function to sort the given array by using shell sort.,485,Create a function that arranges an array using the shell sort algorithm.,1,weak_auto_from_relevant_indices
191,Write a function to sort the given array by using shell sort.,86,Write a function to sort a list of elements.,1,weak_auto_from_relevant_indices
191,Write a function to sort the given array by using shell sort.,29,Write a function to sort a list of elements.,1,weak_auto_from_relevant_indices
192,Write a function to extract the elementwise and tuples from the given two tuples.,486,Create a function that retrieves the element-wise AND results of two tuples.,1,weak_auto_from_relevant_indices
192,Write a function to extract the elementwise and tuples from the given two tuples.,260,Write a function to find the dissimilar elements in the given two tuples.,1,weak_auto_from_relevant_indices
192,Write a function to extract the elementwise and tuples from the given two tuples.,208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,1,weak_auto_from_relevant_indices
193,Write a function to find the directrix of a parabola.,487,Create a function that calculates the directrix of a parabola given its parameters.,1,weak_auto_from_relevant_indices
193,Write a function to find the directrix of a parabola.,85,Write a function to find the circumference of a circle.,1,weak_auto_from_relevant_indices
193,Write a function to find the directrix of a parabola.,36,Write a function to find the volume of a sphere.,1,weak_auto_from_relevant_indices
194,Write a function that takes two lists and returns true if they have at least one common element.,488,Create a function that checks for any common element between two lists and returns true if found.,1,weak_auto_from_relevant_indices
194,Write a function that takes two lists and returns true if they have at least one common element.,131,Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,1,weak_auto_from_relevant_indices
194,Write a function that takes two lists and returns true if they have at least one common element.,294,Create a function that returns the elements found in both of the provided lists.,1,weak_auto_from_relevant_indices
195,Write a function to find the median length of a trapezium.,489,Create a function that calculates the median length of a trapezium given its bases and height.,1,weak_auto_from_relevant_indices
195,Write a function to find the median length of a trapezium.,164,Write a function to find the median of three numbers.,1,weak_auto_from_relevant_indices
195,Write a function to find the median length of a trapezium.,155,Write a function to find the list with maximum length.,1,weak_auto_from_relevant_indices
196,Write a function to check whether the entered number is greater than the elements of the given array.,490,Create a function that verifies if a given number is larger than all elements in an array.,1,weak_auto_from_relevant_indices
196,Write a function to check whether the entered number is greater than the elements of the given array.,13,Write a function to find whether a given array of integers contains any duplicate element.,1,weak_auto_from_relevant_indices
196,Write a function to check whether the entered number is greater than the elements of the given array.,307,Create a function to check if an integer array has any repeated elements.,1,weak_auto_from_relevant_indices
197,Write a function that matches a string that has an a followed by one or more b's.,491,Create a function that identifies strings containing 'a' followed by one or more 'b' characters.,1,weak_auto_from_relevant_indices
197,Write a function that matches a string that has an a followed by one or more b's.,426,Develop a function that checks for the presence of 'a' followed by two or three 'b' characters in a string.,1,weak_auto_from_relevant_indices
197,Write a function that matches a string that has an a followed by one or more b's.,132,Write a function that checks whether a string contains the 'a' character followed by two or three 'b' characters.,1,weak_auto_from_relevant_indices
198,Write a python function to find the last digit of a given number.,258,Write a python function to find the last digit in factorial of a given number.,1,weak_auto_from_relevant_indices
198,Write a python function to find the last digit of a given number.,238,Write a python function to find the first digit of a given number.,1,weak_auto_from_relevant_indices
198,Write a python function to find the last digit of a given number.,492,Create a function that extracts the last digit from a given number.,1,weak_auto_from_relevant_indices
199,Write a python function to return the negative numbers in a list.,24,Write a python function to count the number of positive numbers in a list.,1,weak_auto_from_relevant_indices
199,Write a python function to return the negative numbers in a list.,318,Develop a Python function to count how many numbers in a list are positive.,1,weak_auto_from_relevant_indices
199,Write a python function to return the negative numbers in a list.,493,Create a function that filters and returns negative numbers from a list.,1,weak_auto_from_relevant_indices
200,Write a function to remove odd characters in a string.,494,Create a function that eliminates characters at odd positions in a string.,1,weak_auto_from_relevant_indices
200,Write a function to remove odd characters in a string.,108,Write a python function to remove the characters which have odd index values of a given string.,1,weak_auto_from_relevant_indices
200,Write a function to remove odd characters in a string.,402,Create a Python function that removes all characters at odd indices from a string.,1,weak_auto_from_relevant_indices
201,Write a function to count bidirectional tuple pairs.,495,Create a function that counts pairs of tuples that are bidirectional.,1,weak_auto_from_relevant_indices
201,Write a function to count bidirectional tuple pairs.,523,Create a function that computes the pairwise sum of adjacent elements in a tuple.,1,weak_auto_from_relevant_indices
201,Write a function to count bidirectional tuple pairs.,386,Create a function that returns the count of lists inside a given tuple.,1,weak_auto_from_relevant_indices
202,Write a function to join a list of multiple integers into a single integer.,496,Create a function that concatenates multiple integers from a list into one single integer.,1,weak_auto_from_relevant_indices
202,Write a function to join a list of multiple integers into a single integer.,360,Create a function that joins all numbers in a tuple into one integer.,1,weak_auto_from_relevant_indices
202,Write a function to join a list of multiple integers into a single integer.,66,Write a function to convert a given tuple of positive integers into a single integer.,1,weak_auto_from_relevant_indices
203,Write a function to find the first adverb and their positions in a given sentence.,497,Create a function that identifies the first adverb in a sentence and provides its position.,1,weak_auto_from_relevant_indices
203,Write a function to find the first adverb and their positions in a given sentence.,265,Write a function to find the first adverb ending with ly and its positions in a given sentence.,1,weak_auto_from_relevant_indices
203,Write a function to find the first adverb and their positions in a given sentence.,559,Create a function that identifies the first adverb in a sentence ending with 'ly' and provides its position.,1,weak_auto_from_relevant_indices
204,Write a function to find the surface area of a cube of a given size.,498,Create a function that calculates the surface area of a cube based on its size.,1,weak_auto_from_relevant_indices
204,Write a function to find the surface area of a cube of a given size.,39,Write a function to find the surface area of a sphere.,1,weak_auto_from_relevant_indices
204,Write a function to find the surface area of a cube of a given size.,115,Write a function to find the lateral surface area of a cube given its side length.,1,weak_auto_from_relevant_indices
205,Write a function to find the ration of positive numbers in an array of integers.,499,Create a function that calculates the ratio of positive numbers in an array of integers.,1,weak_auto_from_relevant_indices
205,Write a function to find the ration of positive numbers in an array of integers.,83,Write a function to find the ratio of zeroes to non-zeroes in an array of integers.,1,weak_auto_from_relevant_indices
205,Write a function to find the ration of positive numbers in an array of integers.,81,Write a function to calculate the sum of the negative numbers of a given list of numbers.,1,weak_auto_from_relevant_indices
206,Write a python function to find the largest negative number from the given list.,500,Create a function that identifies the largest negative number in a list.,1,weak_auto_from_relevant_indices
206,Write a python function to find the largest negative number from the given list.,16,Write a python function to find the largest number that can be formed with the given list of digits.,1,weak_auto_from_relevant_indices
206,Write a python function to find the largest negative number from the given list.,199,Write a python function to return the negative numbers in a list.,1,weak_auto_from_relevant_indices
207,Write a function to trim each tuple by k in the given tuple list.,501,Create a function that shortens each tuple in a list of tuples by removing the first and last k elements.,1,weak_auto_from_relevant_indices
207,Write a function to trim each tuple by k in the given tuple list.,32,Write a function to find tuples which have all elements divisible by k from the given list of tuples.,1,weak_auto_from_relevant_indices
207,Write a function to trim each tuple by k in the given tuple list.,326,Create a function that returns tuples from a list where every element is divisible by a given number k.,1,weak_auto_from_relevant_indices
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,168,Write a function to perform index wise addition of tuple elements in the given two nested tuples.,1,weak_auto_from_relevant_indices
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,502,Create a function that multiplies elements of two tuples at the same index together.,1,weak_auto_from_relevant_indices
208,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,192,Write a function to extract the elementwise and tuples from the given two tuples.,1,weak_auto_from_relevant_indices
209,Write a python function to count the occurence of all elements of list in a tuple.,503,Create a function that tallies the occurrences of each list element in a tuple.,1,weak_auto_from_relevant_indices
209,Write a python function to count the occurence of all elements of list in a tuple.,92,Write a function to find number of lists present in the given tuple.,1,weak_auto_from_relevant_indices
209,Write a python function to count the occurence of all elements of list in a tuple.,386,Create a function that returns the count of lists inside a given tuple.,1,weak_auto_from_relevant_indices
210,Write a function to find cubes of individual elements in a list.,5,Write a function to find squares of individual elements in a list.,1,weak_auto_from_relevant_indices
210,Write a function to find cubes of individual elements in a list.,504,Create a function that computes the cube of each element in a list.,1,weak_auto_from_relevant_indices
210,Write a function to find cubes of individual elements in a list.,224,Write a function to find all possible combinations of the elements of a given list.,1,weak_auto_from_relevant_indices
211,Write a function to calculate the sum of perrin numbers.,505,Create a function that computes the sum of Perrin numbers up to the nth term.,1,weak_auto_from_relevant_indices
211,Write a function to calculate the sum of perrin numbers.,81,Write a function to calculate the sum of the negative numbers of a given list of numbers.,1,weak_auto_from_relevant_indices
211,Write a function to calculate the sum of perrin numbers.,165,Write a function to compute the sum of digits of each number of a given list.,1,weak_auto_from_relevant_indices
212,Write a function to extract specified size of strings from a given list of string values.,506,Create a function that retrieves strings of a certain length from a list.,1,weak_auto_from_relevant_indices
212,Write a function to extract specified size of strings from a given list of string values.,68,Write a function to convert a string to a list of strings split on the space character.,1,weak_auto_from_relevant_indices
212,Write a function to extract specified size of strings from a given list of string values.,218,Write a function to reverse each string in a given list of string values.,1,weak_auto_from_relevant_indices
213,Write a function to remove all whitespaces from the given string.,507,Create a function that eliminates all whitespace characters from a string.,1,weak_auto_from_relevant_indices
213,Write a function to remove all whitespaces from the given string.,221,Write a function to remove uppercase substrings from a given string.,1,weak_auto_from_relevant_indices
213,Write a function to remove all whitespaces from the given string.,200,Write a function to remove odd characters in a string.,1,weak_auto_from_relevant_indices
214,Write a function that gives loss amount on a sale if the given amount has loss else return 0.,508,"Create a function that calculates the loss amount on a sale, returning 0 if there is no loss.",1,weak_auto_from_relevant_indices
