query_id,query_text,hit@10,precision@10,recall@10,mrr@10,ap@10,ndcg@10
276,Write a python function to count minimum number of swaps required to convert one binary number represented as a string to another.,1.0,0.3,1.0,1.0,1.0,1.0
277,Write a function to find the size in bytes of the given tuple.,1.0,0.3,1.0,1.0,1.0,1.0
278,Write a function to find kth element from the given two sorted arrays.,1.0,0.3,1.0,1.0,1.0,1.0
279,Write a function to check whether the given number is armstrong or not.,1.0,0.3,1.0,1.0,1.0,1.0
280,Write a function to find sum and average of first n natural numbers.,1.0,0.3,1.0,1.0,1.0,1.0
281,Write a python function to check whether the given number is even or not.,1.0,0.3,1.0,1.0,1.0,1.0
282,Write a python function to find the first repeated character in a given string.,1.0,0.3,1.0,1.0,1.0,1.0
283,Write a function to get all lucid numbers smaller than or equal to a given integer.,1.0,0.3,1.0,1.0,1.0,1.0
284,Write a function to reverse words seperated by spaces in a given string.,1.0,0.3,1.0,1.0,1.0,1.0
285,Write a function to check if the given integer is a prime number.,1.0,0.3,1.0,1.0,1.0,1.0
286,Write a function to convert degrees to radians.,1.0,0.3,1.0,1.0,1.0,1.0
287,"Write a function to search a string for a regex pattern. The function should return the matching subtring, a start index and an end index.",1.0,0.3,1.0,1.0,1.0,1.0
288,Write a python function to find nth bell number.,1.0,0.3,1.0,1.0,1.0,1.0
289,"Write a python function which takes a list and returns a list with the same elements, but the k'th element removed.",1.0,0.3,1.0,1.0,1.0,1.0
290,"Given a square matrix of size N*N given as a list of lists, where each cell is associated with a specific cost. A path is defined as a specific sequence of cells that starts from the top-left cell move only right or down and ends on bottom right cell. We want to find a path with the maximum average over all existing paths. Average is computed as total cost divided by the number of cells visited in the path.",1.0,0.3,1.0,1.0,1.0,1.0
291,Write a function to find the median of two sorted lists of same size.,1.0,0.3,1.0,1.0,1.0,1.0
292,"The input is given as - a dictionary with a student name as a key and a tuple of float (student_height, student_weight) as a value, - minimal height, - minimal weight. Write a function to filter students that have height and weight above the minimum.",1.0,0.3,1.0,1.0,1.0,1.0
293,Write a function to count indices where the lists have the same values.,1.0,0.3,1.0,1.0,1.0,1.0
294,Create a function that returns the elements found in both of the provided lists.,1.0,0.3,1.0,1.0,1.0,1.0
295,Develop a Python function that checks if a number is not a prime.,1.0,0.3,1.0,1.0,1.0,1.0
296,"Implement a function that returns the n biggest numbers from a list, sorted from highest to lowest.",1.0,0.3,1.0,1.0,1.0,1.0
297,Create a Python function to determine if two numbers differ by exactly one bit position.,1.0,0.3,1.0,1.0,1.0,1.0
298,Write a function that extracts all words with a minimum length of four characters from a string.,1.0,0.3,1.0,1.0,1.0,1.0
299,Create a function that computes the square of each element in a list.,1.0,0.3,1.0,1.0,1.0,1.0
300,Develop a Python function to determine the smallest number of rotations needed to return a string to its original form.,1.0,0.3,1.0,1.0,1.0,1.0
301,Create a Python function that deletes the first and last appearance of a specified character in a string.,1.0,0.3,1.0,1.0,1.0,1.0
302,Implement a function that sorts a matrix by the sum of each row in ascending order.,1.0,0.3,1.0,1.0,1.0,1.0
303,Create a Python function that calculates the volume of a triangular prism.,1.0,0.3,1.0,1.0,1.0,1.0
304,Write a function that checks if a string has lowercase letter sequences separated by an underscore.,1.0,0.3,1.0,1.0,1.0,1.0
305,Create a function to compute the perimeter of a square from its side length.,1.0,0.3,1.0,1.0,1.0,1.0
306,Develop a function that deletes all characters from the first string that also appear in the second string.,1.0,0.3,1.0,1.0,1.0,1.0
307,Create a function to check if an integer array has any repeated elements.,1.0,0.3,1.0,1.0,1.0,1.0
308,Develop a function to determine whether a number is a woodball number.,1.0,0.3,1.0,1.0,1.0,1.0
309,Create a Python function to determine if a number equals two times its reverse minus one.,1.0,0.3,1.0,1.0,1.0,1.0
310,Develop a Python function that constructs the biggest number possible from a list of digits.,1.0,0.3,1.0,1.0,1.0,1.0
311,Create a Python function to verify if two integers have different signs.,1.0,0.3,1.0,1.0,1.0,1.0
312,Implement a function that calculates the nth octagonal number.,1.0,0.3,1.0,1.0,1.0,1.0
313,Create a Python function that counts substrings where the sum of digits matches the substring's length.,1.0,0.3,1.0,1.0,1.0,1.0
314,Develop a Python function to return the minimum value in a list.,1.0,0.3,1.0,1.0,1.0,1.0
315,Create a function that returns the largest difference among pairs in a list of tuples.,1.0,0.3,1.0,1.0,1.0,1.0
316,Implement a function to sort tuples in a list based on their second element.,1.0,0.3,1.0,1.0,1.0,1.0
317,Create a function that flattens a nested list and computes the total sum of its elements.,1.0,0.3,1.0,1.0,1.0,1.0
318,Develop a Python function to count how many numbers in a list are positive.,1.0,0.3,1.0,1.0,1.0,1.0
319,Create a function that calculates the number of partitions for a set using Bell numbers.,1.0,0.3,1.0,1.0,1.0,1.0
320,Develop a Python function to determine if an array is monotonic (entirely non-increasing or non-decreasing).,1.0,0.3,1.0,1.0,1.0,1.0
321,Create a function that verifies if a sublist exists within a list.,1.0,0.3,1.0,1.0,1.0,1.0
322,Develop a function to check if all tuples in a list have the same length.,1.0,0.3,1.0,1.0,1.0,1.0
323,Implement a function that sorts the elements of a list in ascending order.,1.0,0.3,1.0,1.0,1.0,1.0
324,Create a Python function to determine if a number can be written as the difference of two squares.,1.0,0.3,1.0,1.0,1.0,1.0
325,Develop a function to verify if a list matches the sequence pattern provided.,1.0,0.3,1.0,1.0,1.0,1.0
326,Create a function that returns tuples from a list where every element is divisible by a given number k.,1.0,0.3,1.0,1.0,1.0,1.0
327,Develop a Python function to check if a number can be divided by 11 without remainder.,1.0,0.3,1.0,1.0,1.0,1.0
328,Create a Python function to determine if the length of a word is an odd number.,1.0,0.3,1.0,1.0,1.0,1.0
329,Implement a function to calculate the nth tetrahedral number.,1.0,0.3,1.0,1.0,1.0,1.0
330,Create a function that computes the volume of a sphere given its radius.,1.0,0.3,1.0,1.0,1.0,1.0
331,Develop a Python function that returns the character corresponding to the sum of ASCII values of a string's characters modulo 26.,1.0,0.3,1.0,1.0,1.0,1.0
332,Create a function to compute the nth value in the Newman-Conway sequence.,1.0,0.3,1.0,1.0,1.0,1.0
333,Implement a function to calculate the surface area of a sphere from its radius.,1.0,0.3,1.0,1.0,1.0,1.0
334,Create a function that returns the nth centered hexagonal number.,1.0,0.3,1.0,1.0,1.0,1.0
335,Develop a function that combines three dictionaries into one.,1.0,0.3,1.0,1.0,1.0,1.0
336,Create a function that counts how often each element appears in a list and returns the result as a dictionary.,1.0,0.3,1.0,1.0,1.0,1.0
337,Develop a function that returns the largest integer less than a given number n.,1.0,0.3,1.0,1.0,1.0,1.0
338,Create a Python function to determine the maximum word length in a list.,1.0,0.3,1.0,1.0,1.0,1.0
339,Develop a function to check if any string in a list contains a given substring.,1.0,0.3,1.0,1.0,1.0,1.0
340,Create a function to determine if a number is undulating (alternating digits).,1.0,0.3,1.0,1.0,1.0,1.0
341,Develop a function that computes a raised to the power of b.,1.0,0.3,1.0,1.0,1.0,1.0
342,Create a function that finds the first element from the tuple with the lowest second value in a list.,1.0,0.3,1.0,1.0,1.0,1.0
343,Develop a Python function to return the length of the shortest list among a list of lists.,1.0,0.3,1.0,1.0,1.0,1.0
344,Create a Python function that counts how many divisors a given integer has.,1.0,0.3,1.0,1.0,1.0,1.0
345,Develop a function that flattens a list of lists and returns a dictionary with the frequency of each element.,1.0,0.3,1.0,1.0,1.0,1.0
346,Create a function that multiplies all elements in a list and divides the result by the list's length.,1.0,0.3,1.0,1.0,1.0,1.0
347,Develop a function that converts a decimal number to its binary string representation without leading zeros.,1.0,0.3,1.0,1.0,1.0,1.0
348,Create a function that returns the next palindrome greater than a given integer.,1.0,0.3,1.0,1.0,1.0,1.0
349,"Develop a function that retrieves the kth element from an array, using 1-based indexing.",1.0,0.3,1.0,1.0,1.0,1.0
350,Create a function that transforms a snake_case string into camel case format.,1.0,0.3,1.0,1.0,1.0,1.0
351,Develop a function to compute the Eulerian number for given n and m.,1.0,0.3,1.0,1.0,1.0,1.0
352,Create a function that sorts every sublist of strings within a list of lists.,1.0,0.3,1.0,1.0,1.0,1.0
353,Develop a Python function to count the number of True values in a list.,1.0,0.3,1.0,1.0,1.0,1.0
354,Create a function that appends all elements of a list to a tuple.,1.0,0.3,1.0,1.0,1.0,1.0
355,Develop a function that combines three lists and returns a single sorted list.,1.0,0.3,1.0,1.0,1.0,1.0
356,Create a Python function that counts the number of ones in the first n positions of a binary string.,1.0,0.3,1.0,1.0,1.0,1.0
357,Develop a function that returns the elements shared by all nested lists.,1.0,0.3,1.0,1.0,1.0,1.0
358,Create a function that determines whether a string can be interpreted as an integer.,1.0,0.3,1.0,1.0,1.0,1.0
359,Develop a function that checks if every dictionary in a list is empty.,1.0,0.3,1.0,1.0,1.0,1.0
360,Create a function that joins all numbers in a tuple into one integer.,1.0,0.3,1.0,1.0,1.0,1.0
361,Develop a function that converts all convertible elements in a list of lists to float type.,1.0,0.3,1.0,1.0,1.0,1.0
362,Create a function that splits a string into a list of words using spaces as separators.,1.0,0.3,1.0,1.0,1.0,1.0
363,Develop a Python function to identify the unique element in a sorted array where all others are duplicated.,1.0,0.3,1.0,1.0,1.0,1.0
364,Create a function that finds the largest absolute product among all pairs in a list of tuples.,1.0,0.3,1.0,1.0,1.0,1.0
365,Develop a function that calculates the sum of all amicable numbers up to a given limit.,1.0,0.3,1.0,1.0,1.0,1.0
366,Create a function that returns the phase angle of a complex number.,1.0,0.3,1.0,1.0,1.0,1.0
367,Develop a function that finds the largest difference between the count of zeros and ones in any substring of a binary string.,1.0,0.3,1.0,1.0,1.0,1.0
368,Create a Python function that returns the sum of all common divisors of two numbers.,1.0,0.3,1.0,1.0,1.0,1.0
369,Develop a function that multiplies two integers together.,1.0,0.3,1.0,1.0,1.0,1.0
370,Create a function that returns all words longer than n characters from a string.,1.0,0.3,1.0,1.0,1.0,1.0
371,Develop a function that checks if a matrix is a magic square.,1.0,0.3,1.0,1.0,1.0,1.0
372,Create a function that returns the most frequent item in a list.,1.0,0.3,1.0,1.0,1.0,1.0
373,Develop a Python function that reverses only the vowels in a string.,1.0,0.3,1.0,1.0,1.0,1.0
374,Create a function that concatenates all elements of a tuple into a single string.,1.0,0.3,1.0,1.0,1.0,1.0
375,Develop a function that sums all negative numbers in a list.,1.0,0.3,1.0,1.0,1.0,1.0
376,Create a function that computes the nth hexagonal number.,1.0,0.3,1.0,1.0,1.0,1.0
377,Develop a function that calculates the ratio of zeros to non-zeros in an integer array.,1.0,0.3,1.0,1.0,1.0,1.0
378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,1.0,0.3,1.0,1.0,1.0,1.0
379,Create a function that returns the circumference of a circle given its radius.,1.0,0.3,1.0,1.0,1.0,1.0
380,Implement a function that sorts the elements of a list in ascending order.,1.0,0.3,1.0,1.0,1.0,1.0
381,Create a Python function to determine the smallest power of 2 that is greater than or equal to a given number.,1.0,0.3,1.0,1.0,1.0,1.0
382,Create a Python function to determine if a number has all bits set to zero within a specified range.,1.0,0.3,1.0,1.0,1.0,1.0
383,Create a Python function to compute the sum of binomial coefficients at even indices for a given positive integer n.,1.0,0.3,1.0,1.0,1.0,1.0
384,Create a function that merges all numbers from a list of lists into a single set.,1.0,0.3,1.0,1.0,1.0,1.0
385,Develop a function that counts how many items are the same at the same index in three lists.,1.0,0.3,1.0,1.0,1.0,1.0
386,Create a function that returns the count of lists inside a given tuple.,1.0,0.3,1.0,1.0,1.0,1.0
387,Develop a Python function to get the largest difference between any two elements in an array.,1.0,0.3,1.0,1.0,1.0,1.0
388,"Create a function that finds integers x and y such that ax plus by equals n, or returns None if not possible.",1.0,0.3,1.0,1.0,1.0,1.0
389,Develop a function that removes every element from one list that also appears in a second list.,1.0,0.3,1.0,1.0,1.0,1.0
390,"Create a function that sums n, n-2, n-4, and so on, stopping when the result is less than or equal to zero.",1.0,0.3,1.0,1.0,1.0,1.0
391,Develop a function that computes the area of a regular polygon using its side length and number of sides.,1.0,0.3,1.0,1.0,1.0,1.0
392,Create a function that checks if two numbers have the same sum of divisors.,1.0,0.3,1.0,1.0,1.0,1.0
393,Develop a function that counts characters whose position in a string matches their position in the alphabet.,1.0,0.3,1.0,1.0,1.0,1.0
394,Create a function that counts all pairs in a list whose XOR result is even.,1.0,0.3,1.0,1.0,1.0,1.0
395,Develop a function that returns how many times a specific number appears in a list.,1.0,0.3,1.0,1.0,1.0,1.0
396,"Create a function that sums the elements of a list between two given indices, inclusive.",1.0,0.3,1.0,1.0,1.0,1.0
397,Develop a function that calculates the perimeter of a regular pentagon given the side length.,1.0,0.3,1.0,1.0,1.0,1.0
398,Create a function that counts how many times the substring 'std' appears in a string.,1.0,0.3,1.0,1.0,1.0,1.0
399,Develop a function that checks whether every element in a tuple is of the same type.,1.0,0.3,1.0,1.0,1.0,1.0
400,Create a function to check if a given element is the majority in a sorted array (appears more than n/2 times).,1.0,0.3,1.0,1.0,1.0,1.0
401,Develop a function that returns the count of 1s in the binary representation of a number.,1.0,0.3,1.0,1.0,1.0,1.0
402,Create a Python function that removes all characters at odd indices from a string.,1.0,0.3,1.0,1.0,1.0,1.0
403,Develop a function that returns the smallest value among three given numbers.,1.0,0.3,1.0,1.0,1.0,1.0
404,"Create a function that moves all negative numbers to the front of the first n elements of an array, keeping their order.",1.0,0.3,1.0,1.0,1.0,1.0
405,Develop a function that replaces every space in a string with a specified character.,1.0,0.3,1.0,1.0,1.0,1.0
406,Create a function that splits a list into two at a given index L and returns both parts as a tuple.,1.0,0.3,1.0,1.0,1.0,1.0
407,Develop a function that computes a dog's age in dog years from its human age.,1.0,0.3,1.0,1.0,1.0,1.0
408,Create a function that divides a list into n groups by taking every nth element for each group.,1.0,0.3,1.0,1.0,1.0,1.0
409,Develop a function that calculates the lateral surface area of a cube from its side length.,1.0,0.3,1.0,1.0,1.0,1.0
410,Create a Python function that sums the squares of the first n odd numbers.,1.0,0.3,1.0,1.0,1.0,1.0
411,Develop a function that computes the nth star number.,1.0,0.3,1.0,1.0,1.0,1.0
412,Create a function that returns the ASCII code of a given character.,1.0,0.3,1.0,1.0,1.0,1.0
413,Develop a Python function that adds up all even numbers found at even indices in a list.,1.0,0.3,1.0,1.0,1.0,1.0
414,Create a Python function that calculates the sum of the fifth powers of the first n even natural numbers.,1.0,0.3,1.0,1.0,1.0,1.0
415,Develop a function that extracts the last element from each tuple in a list.,1.0,0.3,1.0,1.0,1.0,1.0
416,Create a function that subtracts corresponding elements of two tuples and returns the result as a tuple.,1.0,0.3,1.0,1.0,1.0,1.0
417,Create a function that computes the volume of a cylinder given its radius and height.,1.0,0.3,1.0,1.0,1.0,1.0
418,Develop a function that returns a dictionary containing only entries whose values are at least n.,1.0,0.3,1.0,1.0,1.0,1.0
419,Create a function that counts how many elements appear before the first tuple element in the given tuple.,1.0,0.3,1.0,1.0,1.0,1.0
420,Implement a function that returns the nth decagonal number.,1.0,0.3,1.0,1.0,1.0,1.0
421,"Create a function that checks whether an element exists in an array and returns (found, index) where index is -1 if not found.",1.0,0.3,1.0,1.0,1.0,1.0
422,Develop a Python function that determines whether all elements in a list are unique.,1.0,0.3,1.0,1.0,1.0,1.0
423,Create a function that performs element-wise subtraction between two lists.,1.0,0.3,1.0,1.0,1.0,1.0
424,Develop a function that checks if the frequency of each digit in an integer n does not exceed the value of the digit.,1.0,0.3,1.0,1.0,1.0,1.0
425,Create a function that checks if all elements in a list are the same as the given element.,1.0,0.3,1.0,1.0,1.0,1.0
426,Develop a function that checks for the presence of 'a' followed by two or three 'b' characters in a string.,1.0,0.3,1.0,1.0,1.0,1.0
427,Create a function that finds the maximum sum of a contiguous subarray in an array formed by repeating the original array k times.,1.0,0.3,1.0,1.0,1.0,1.0
428,Develop a function that calculates the sum of squares of the first n even natural numbers.,1.0,0.3,1.0,1.0,1.0,1.0
429,Create a function that identifies the longest sublist from a collection of nested lists.,1.0,0.3,1.0,1.0,1.0,1.0
430,Implement a function to calculate how many ways we can paint n fence posts using k colors where no more than 2 consecutive posts can be the same color.,1.0,0.3,1.0,1.0,1.0,1.0
431,"Develop a function that calculates the quotient of two numbers, rounding down to the nearest whole number.",1.0,0.3,1.0,1.0,1.0,1.0
432,Create a function to calculate the length of the third side of a right triangle given the lengths of the other two sides.,1.0,0.3,1.0,1.0,1.0,1.0
433,Write a function to determine the highest integer value in a mixed list of data types.,1.0,0.3,1.0,1.0,1.0,1.0
434,Create a function that calculates the total sum of all divisors of a given number.,1.0,0.3,1.0,1.0,1.0,1.0
435,Develop a function to count the number of inversions needed to sort an array.,1.0,0.3,1.0,1.0,0.9166666666666666,0.9674679834891693
436,Create a function that flattens a nested list into a single list with all the values.,1.0,0.3,1.0,1.0,1.0,1.0
437,Determine the highest total score from a list of student score tuples.,1.0,0.3,1.0,1.0,1.0,1.0
438,Calculate the number of binary sequences of length 2n with equal sums of the first n and last n bits.,1.0,0.3,1.0,1.0,1.0,1.0
439,Determine the maximum depth of nesting in a given dictionary.,1.0,0.3,1.0,1.0,1.0,1.0
440,Create a function to identify the element at a specific index in an array after a series of rotations.,1.0,0.3,1.0,1.0,1.0,1.0
441,Find and return two words from a list that both start with the letter 'p'.,1.0,0.3,1.0,1.0,1.0,1.0
442,"Determine the highest sum of an increasing subsequence in an array, considering only elements up to index i and including a specified element at index k.",1.0,0.3,1.0,1.0,1.0,1.0
443,"Create a function that adds a specified element to a specific position in a tuple, returning the modified tuple.",1.0,0.3,1.0,1.0,1.0,1.0
444,Determine the N largest products that can be made by multiplying a number from each of two lists.,1.0,0.3,1.0,1.0,1.0,1.0
445,Create a function that returns the larger of two given numbers.,1.0,0.3,1.0,1.0,1.0,1.0
446,Develop a function to transform a string into a tuple where each character is an element.,1.0,0.3,1.0,1.0,1.0,1.0
447,"Create a function that sets the leftmost unset bit in a number, returning the new number.",1.0,0.3,1.0,1.0,1.0,1.0
448,Calculate the volume of a cone given its radius and height.,1.0,0.3,1.0,1.0,1.0,1.0
449,Create a function that determines which list in a collection of lists is the longest.,1.0,0.3,1.0,1.0,1.0,1.0
450,Create a function to determine the maximum power of two that does not exceed the input number n.,1.0,0.3,1.0,1.0,1.0,1.0
451,Create a function that calculates and returns the lucas number at position n in the sequence.,1.0,0.3,1.0,1.0,1.0,1.0
452,Create a function that formats every element of a list using a provided string template.,1.0,0.3,1.0,1.0,1.0,1.0
453,Create a function that transforms multiple lists into a nested dictionary structure.,1.0,0.3,1.0,1.0,1.0,1.0
454,"Create a function that calculates the highest possible sum using the formula f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).",1.0,0.3,1.0,1.0,1.0,1.0
455,Create a function that verifies whether a tuple has any duplicate elements.,1.0,0.3,1.0,1.0,1.0,1.0
456,Create a function that identifies the first non-repeating character in a string.,1.0,0.3,1.0,1.0,1.0,1.0
457,Create a function that checks if a string begins and ends with the identical character.,1.0,0.3,1.0,1.0,1.0,1.0
458,Create a function that determines the median value among three given numbers.,1.0,0.3,1.0,1.0,1.0,1.0
459,Create a function that calculates the sum of digits for every number in a list.,1.0,0.3,1.0,1.0,1.0,1.0
460,Create a function that executes the bitwise XOR operation on the elements of two tuples.,1.0,0.3,1.0,1.0,1.0,1.0
461,Create a function that determines the count of unique tuples within a list.,1.0,0.3,1.0,1.0,1.0,1.0
462,Create a function that adds together elements of two nested tuples at the same index.,1.0,0.3,1.0,1.0,1.0,1.0
463,Create a function that identifies the smaller of two given numbers.,1.0,0.3,1.0,1.0,1.0,1.0
464,Create a function that verifies the existence of an element in a tuple.,1.0,0.3,1.0,1.0,1.0,1.0
465,Create a function that determines if the parity of a number is odd.,1.0,0.3,1.0,1.0,1.0,1.0
466,Create a function that generates the next larger number by permuting the digits of the current number.,1.0,0.3,1.0,1.0,1.0,1.0
467,Create a function that identifies k smallest pairs formed by elements from two arrays.,1.0,0.3,1.0,1.0,1.0,1.0
468,Create a function that determines the lowest product obtainable from tuple pairs in a list.,1.0,0.3,1.0,1.0,1.0,1.0
469,Create a function that identifies the smallest value in a heterogeneous list.,1.0,0.3,1.0,1.0,1.0,1.0
470,Create a function that changes snake_case strings to camelCase.,1.0,0.3,1.0,1.0,1.0,1.0
471,Create a function that filters out odd numbers from a list.,1.0,0.3,1.0,1.0,1.0,1.0
472,Create a function that retrieves the nth element from each tuple in a list of tuples.,1.0,0.3,1.0,1.0,1.0,1.0
473,Create a function that checks for the existence of any value from one sequence in another sequence.,1.0,0.3,1.0,1.0,1.0,1.0
474,Create a function that identifies the pair of integers in an array that yields the highest product.,1.0,0.3,1.0,1.0,1.0,1.0
475,Create a function that identifies the shared first element in a list of tuples.,1.0,0.3,1.0,1.0,1.0,1.0
476,Create a function that identifies the element with the greatest length in a list.,1.0,0.3,1.0,1.0,1.0,1.0
477,"Create a function that rounds each number in a list, then returns the total sum multiplied by the list's length.",1.0,0.3,1.0,1.0,1.0,1.0
478,Create a function that calculates the cube sum of the initial n even natural numbers.,1.0,0.3,1.0,1.0,1.0,1.0
479,Create a function that concatenates the elements of a tuple using a specified delimiter.,1.0,0.3,1.0,1.0,1.0,1.0
480,Create a function that calculates the average value of the cubes of the first n natural numbers.,1.0,0.3,1.0,1.0,1.0,1.0
481,Create a function that retrieves the last character from each string in a tuple.,1.0,0.3,1.0,1.0,1.0,1.0
482,Create a function that tallies the number of sublists that include a specific element.,1.0,0.3,1.0,1.0,1.0,1.0
483,Create a function that filters out odd numbers from a list.,1.0,0.3,1.0,1.0,1.0,1.0
484,Create a function that changes date formats from yyyy-mm-dd to dd-mm-yyyy.,1.0,0.3,1.0,1.0,1.0,1.0
485,Create a function that arranges an array using the shell sort algorithm.,1.0,0.3,1.0,1.0,1.0,1.0
486,Create a function that retrieves the element-wise AND results of two tuples.,1.0,0.3,1.0,1.0,1.0,1.0
487,Create a function that calculates the directrix of a parabola given its parameters.,1.0,0.3,1.0,1.0,1.0,1.0
488,Create a function that checks for any common element between two lists and returns true if found.,1.0,0.3,1.0,1.0,1.0,1.0
489,Create a function that calculates the median length of a trapezium given its bases and height.,1.0,0.3,1.0,1.0,1.0,1.0
490,Create a function that verifies if a given number is larger than all elements in an array.,1.0,0.3,1.0,1.0,1.0,1.0
491,Create a function that identifies strings containing 'a' followed by one or more 'b' characters.,1.0,0.3,1.0,1.0,1.0,1.0
492,Create a function that extracts the last digit from a given number.,1.0,0.3,1.0,1.0,1.0,1.0
493,Create a function that filters and returns negative numbers from a list.,1.0,0.3,1.0,1.0,1.0,1.0
494,Create a function that eliminates characters at odd positions in a string.,1.0,0.3,1.0,1.0,1.0,1.0
495,Create a function that counts pairs of tuples that are bidirectional.,1.0,0.3,1.0,1.0,1.0,1.0
496,Create a function that concatenates multiple integers from a list into one single integer.,1.0,0.3,1.0,1.0,1.0,1.0
497,Create a function that identifies the first adverb in a sentence and provides its position.,1.0,0.3,1.0,1.0,1.0,1.0
498,Create a function that calculates the surface area of a cube based on its size.,1.0,0.3,1.0,1.0,1.0,1.0
499,Create a function that calculates the ratio of positive numbers in an array of integers.,1.0,0.3,1.0,1.0,1.0,1.0
500,Create a function that identifies the largest negative number in a list.,1.0,0.3,1.0,1.0,1.0,1.0
501,Create a function that shortens each tuple in a list of tuples by removing the first and last k elements.,1.0,0.3,1.0,1.0,1.0,1.0
502,Create a function that multiplies elements of two tuples at the same index together.,1.0,0.3,1.0,1.0,1.0,1.0
503,Create a function that tallies the occurrences of each list element in a tuple.,1.0,0.3,1.0,1.0,1.0,1.0
504,Create a function that computes the cube of each element in a list.,1.0,0.3,1.0,1.0,1.0,1.0
505,Create a function that computes the sum of Perrin numbers up to the nth term.,1.0,0.3,1.0,1.0,1.0,1.0
506,Create a function that retrieves strings of a certain length from a list.,1.0,0.3,1.0,1.0,1.0,1.0
507,Create a function that eliminates all whitespace characters from a string.,1.0,0.3,1.0,1.0,1.0,1.0
508,"Create a function that calculates the loss amount on a sale, returning 0 if there is no loss.",1.0,0.3,1.0,1.0,1.0,1.0
509,Create a function that computes the sum of all even factors of a given number.,1.0,0.3,1.0,1.0,1.0,1.0
510,Create a function that identifies words with the letter 'z' in them.,1.0,0.3,1.0,1.0,1.0,1.0
511,Create a function that verifies if a month number corresponds to a month with 31 days.,1.0,0.3,1.0,1.0,1.0,1.0
512,Create a function that reverses the characters in each string within a list.,1.0,0.3,1.0,1.0,1.0,1.0
513,Create a function that identifies the sublist with the smallest length within a list of sublists.,1.0,0.3,1.0,1.0,1.0,1.0
514,Create a function that calculates the area of a rectangle given its length and breadth.,1.0,0.3,1.0,1.0,1.0,1.0
515,Create a function that eliminates uppercase letter sequences from a string.,1.0,0.3,1.0,1.0,1.0,1.0
516,Create a function that retrieves the initial element from each sublist in a list of sublists.,1.0,0.3,1.0,1.0,1.0,1.0
517,Create a function that tallies the number of uppercase characters in a string.,1.0,0.3,1.0,1.0,1.0,1.0
518,Create a function that generates all possible combinations of elements from a given list.,1.0,0.3,1.0,1.0,1.0,1.0
519,Create a function that identifies the subarray with the highest product within an array.,1.0,0.3,1.0,1.0,1.0,1.0
520,Create a function that verifies if a dictionary is empty.,1.0,0.3,1.0,1.0,1.0,1.0
521,Create a function that removes entries with empty values from a dictionary.,1.0,0.3,1.0,1.0,1.0,1.0
522,Create a function that calculates the highest product obtainable from an increasing subsequence in the array.,1.0,0.3,1.0,1.0,1.0,1.0
523,Create a function that computes the pairwise sum of adjacent elements in a tuple.,1.0,0.3,1.0,1.0,1.0,1.0
524,"Create a function that calculates the product of an array's elements multiplied together, then applies a modulo operation with n.",1.0,0.3,1.0,1.0,1.0,1.0
525,Create a function that verifies if a list of numbers is consecutive.,1.0,0.3,1.0,1.0,1.0,1.0
526,"Create a function that finds common elements in tuples within a list, regardless of their order.",1.0,0.3,1.0,1.0,1.0,1.0
527,Create a function that substitutes specified characters in a string with new ones.,1.0,0.3,1.0,1.0,1.0,1.0
528,Create a function that arranges the entries of a dictionary based on their values.,1.0,0.3,1.0,1.0,1.0,1.0
529,Create a function that computes the sum of the maximum and minimum values in an array.,1.0,0.3,1.0,1.0,1.0,1.0
530,Create a function that changes all characters in a string to lowercase.,1.0,0.3,1.0,1.0,1.0,1.0
531,Create a function that eliminates lowercase letter sequences from a string.,1.0,0.3,1.0,1.0,1.0,1.0
532,Create a function that extracts the first digit from a given number.,1.0,0.3,1.0,1.0,1.0,1.0
533,Create a function that filters and returns only the odd integers from a list.,1.0,0.3,1.0,1.0,1.0,1.0
534,Create a function that calculates the difference between the sum of cubes and the sum of the first n natural numbers.,1.0,0.3,1.0,1.0,1.0,1.0
535,Create a function that counts the number of pairs in a list that have an odd XOR value.,1.0,0.3,1.0,1.0,1.0,1.0
536,Create a function that switches the case of each character in a string.,1.0,0.3,1.0,1.0,1.0,1.0
537,Create a function that computes the sum of differences between corresponding digits of two integers.,1.0,0.3,1.0,1.0,1.0,1.0
538,Create a function that calculates the sum of the largest contiguous subarray within a given list.,1.0,0.3,1.0,1.0,1.0,1.0
539,Create a function that determines the union of two tuples' elements and returns them in sorted order.,1.0,0.3,1.0,1.0,1.0,1.0
540,Create a function that determines the length of the longest sublist within a list of sublists.,1.0,0.3,1.0,1.0,1.0,1.0
541,Create a function that retrieves values enclosed in quotation marks from a string.,1.0,0.3,1.0,1.0,1.0,1.0
542,Create a function that counts the number of unordered pairs in a list of integers where the two integers are different.,1.0,0.3,1.0,1.0,1.0,1.0
543,Create a function that divides a string into its individual characters.,1.0,0.3,1.0,1.0,1.0,1.0
544,Create a function that computes the sum of all digits in a non-negative integer.,1.0,0.3,1.0,1.0,1.0,1.0
545,Create a function that verifies if a list is sorted in ascending order.,1.0,0.3,1.0,1.0,1.0,1.0
546,Create a function that generates a list containing N empty dictionaries.,1.0,0.3,1.0,1.0,1.0,1.0
547,Create a function that arranges the strings in each sublist of a list of lists.,1.0,0.3,1.0,1.0,1.0,1.0
548,Create a function that filters out duplicate numbers from multiple lists.,1.0,0.3,1.0,1.0,1.0,1.0
